date,country,hpi,hicp,inflation_yoy,unemployment_rate,housing_overburden_rate,ecb_main_refinancing_rate
2022-07-01,Italia,106.9,114.06666666666666,8.946195479146768,8.2,6.6,0.5
2022-10-01,Italia,106.8,120.63333333333333,12.496114392290947,7.9,6.6,1.25
2023-01-01,Italia,106.8,119.66666666666667,9.517998779743753,7.8,5.7,2.5
2023-04-01,Italia,108.8,121.60000000000001,7.769571639586426,7.6,5.7,3.5
2023-07-01,Italia,108.7,120.7,5.815312682641727,7.8,5.7,4.25
2023-10-01,Italia,108.7,121.8,0.9671179883945946,7.5,5.7,4.5
2024-01-01,Italia,108.5,120.86666666666667,1.0027855153203369,7.2,5.1,4.5
2024-04-01,Italia,112.0,122.66666666666667,0.8771929824561431,6.7,5.1,4.5
2024-07-01,Italia,112.8,122.13333333333333,1.187517260425297,6.2,5.1,4.25
2024-10-01,Italia,113.5,123.36666666666667,1.286261631089225,6.0,5.1,3.4
2025-01-01,Italia,113.3,123.10000000000001,1.8477661334804107,6.3,5.0,3.15
2025-04-01,Italia,116.4,124.93333333333334,1.8478260869565277,6.6,5.0,2.4
2025-07-01,Italia,117.0,124.23333333333333,1.7194323144104962,6.2,5.0,2.15
2025-10-01,Italia,118.1,124.86666666666667,1.2158875979465078,5.6,5.0,2.15
2014-01-01,Letonia,103.39,99.37333333333333,0.4447439353099769,11.6,9.6,0.25
2014-04-01,Letonia,104.9,100.34333333333332,0.7867952323556748,10.5,9.6,0.25
2014-07-01,Letonia,109.04,100.03333333333335,0.8773404148038733,10.8,9.6,0.15
2014-10-01,Letonia,96.57,99.40666666666668,0.651388842012901,10.5,9.6,0.05
2015-01-01,Letonia,96.63,99.44333333333333,0.07044143298000627,10.0,8.1,0.05
2015-04-01,Letonia,100.06,101.15333333333332,0.8072285154303582,9.6,8.1,0.05
2015-07-01,Letonia,100.4,99.91000000000001,-0.1232922359213573,9.9,8.1,0.05
2015-10-01,Letonia,102.91,99.5,0.09389041647105412,10.0,8.1,0.05
2016-01-01,Letonia,103.49,98.94,-0.5061509067140424,10.0,7.0,0.05
2016-04-01,Letonia,109.52,100.42333333333333,-0.7216766624925763,9.6,7.0,0.0
2016-07-01,Letonia,110.04,100.08,0.17015313782402508,9.8,7.0,0.0
2016-10-01,Letonia,110.9,100.96,1.4673366834170753,9.5,7.0,0.0
2017-01-01,Letonia,113.11,102.01666666666667,3.109628731217584,9.1,6.9,0.0
2017-04-01,Letonia,119.53,103.46666666666665,3.0305041988913484,8.8,6.9,0.0
2017-07-01,Letonia,119.72,102.99000000000001,2.907673860911286,8.7,6.9,0.0
2017-10-01,Letonia,119.69,103.51666666666667,2.532356048600115,8.3,6.9,0.0
2018-01-01,Letonia,126.02,104.08999999999999,2.0323476556118214,8.0,6.7,0.0
2018-04-01,Letonia,129.91,105.92333333333333,2.374355670103112,7.6,6.7,0.0
2018-07-01,Letonia,128.34,105.99000000000001,2.9129041654529564,7.2,6.7,0.0
2018-10-01,Letonia,132.93,106.50999999999999,2.891643857671866,7.0,6.7,0.0
2019-01-01,Letonia,134.04,107.00666666666666,2.80206231786595,6.7,5.4,0.0
2019-04-01,Letonia,140.19,109.41333333333334,3.294835887591674,6.3,5.4,0.0
2019-07-01,Letonia,144.58,108.96,2.8021511463345528,6.2,5.4,0.0
2019-10-01,Letonia,144.69,108.74000000000001,2.093700122054276,6.1,5.4,0.0
2020-01-01,Letonia,145.77,109.08,1.9375739829294192,7.4,4.8,0.0
2020-04-01,Letonia,142.3,108.65333333333335,-0.6946136972946548,8.5,4.8,0.0
2020-07-01,Letonia,147.08,108.65666666666668,-0.278389623103259,8.6,4.8,0.0
2020-10-01,Letonia,147.92,108.08,-0.606952363435731,8.0,4.8,0.0
2021-01-01,Letonia,149.97,108.95,-0.11917858452511476,7.8,4.9,0.0
2021-04-01,Letonia,159.51,111.17333333333333,2.319302981960969,7.8,4.9,0.0
2021-07-01,Letonia,165.31,112.67666666666666,3.6997269687394363,7.3,4.9,0.0
2021-10-01,Letonia,171.79,115.74333333333334,7.090426844312869,7.3,4.9,0.0
2022-01-01,Letonia,176.06,119.02333333333333,9.245831421141194,7.1,5.4,0.0
2022-04-01,Letonia,185.56,129.36666666666667,16.36483569201248,6.6,5.4,0.0
2022-07-01,Letonia,187.79,137.00666666666666,21.592758039227288,7.0,5.4,0.5
2022-10-01,Letonia,186.61,140.49666666666667,21.386400944618835,6.7,5.4,1.25
2023-01-01,Letonia,186.4,142.25,19.514380933710473,6.2,7.2,2.5
2023-04-01,Letonia,195.54,144.54999999999998,11.736665807781478,6.4,7.2,3.5
2023-07-01,Letonia,193.46,144.22333333333333,5.267383582307428,6.6,7.2,4.25
2023-10-01,Letonia,188.14,142.50333333333333,1.4282663882891677,6.9,7.2,4.5
2024-01-01,Letonia,193.14,143.51,0.8857644991212554,7.0,6.7,4.5
2024-04-01,Letonia,196.94,145.80333333333334,0.8670586878819497,7.0,6.7,4.5
2024-07-01,Letonia,203.62,145.77,1.0724108442924374,6.8,6.7,4.25
2024-10-01,Letonia,201.9,146.17999999999998,2.5800566068629793,7.0,6.7,3.4
2025-01-01,Letonia,203.64,148.41333333333333,3.416718927833129,7.2,5.7,3.15
2025-04-01,Letonia,209.67,151.45666666666668,3.877369058777802,6.7,5.7,2.4
2025-07-01,Letonia,219.79,151.74,4.095492899773623,7.1,5.7,2.15
2025-10-01,Letonia,224.02,151.79333333333332,3.8400145938797037,6.9,5.7,2.15
2014-01-01,Lituania,93.33,100.46,0.31287445080547815,11.9,7.1,0.25
2014-04-01,Lituania,97.11,100.99666666666667,0.22825008269931057,10.9,7.1,0.25
2014-07-01,Lituania,98.68,100.58333333333333,0.2491694352159568,9.6,7.1,0.15
2014-10-01,Lituania,96.76,100.68666666666667,0.17909259750596984,10.2,7.1,0.05
2015-01-01,Lituania,97.49,99.13666666666666,-1.317273873515168,9.9,9.1,0.05
2015-04-01,Lituania,100.49,100.69333333333333,-0.3003399452127242,9.2,9.1,0.05
2015-07-01,Lituania,102.07,99.89333333333333,-0.6859983429991723,8.6,9.1,0.05
2015-10-01,Lituania,99.95,100.27666666666666,-0.40720386678144704,8.8,9.1,0.05
2016-01-01,Lituania,100.78,99.79333333333334,0.6623852594062285,8.2,7.8,0.05
2016-04-01,Lituania,103.91,101.13333333333333,0.4369703389830448,8.0,7.8,0.0
2016-07-01,Lituania,107.48,100.26666666666667,0.3737319807795014,7.8,7.8,0.0
2016-10-01,Lituania,109.43,101.52,1.239902935212589,7.8,7.8,0.0
2017-01-01,Lituania,111.07,102.74000000000001,2.952769056049176,7.6,7.2,0.0
2017-04-01,Lituania,114.52,104.57333333333334,3.401450230718539,7.0,7.2,0.0
2017-07-01,Lituania,116.66,104.73,4.451462765957448,6.9,7.2,0.0
2017-10-01,Lituania,116.94,105.64333333333333,4.061597058050959,6.8,7.2,0.0
2018-01-01,Lituania,119.78,105.91666666666667,3.0919473103627304,6.8,5.6,0.0
2018-04-01,Lituania,123.0,107.22333333333334,2.5341068468698325,6.0,5.6,0.0
2018-07-01,Lituania,124.35,107.01333333333332,2.180209427416524,5.8,5.6,0.0
2018-10-01,Lituania,125.59,108.10666666666667,2.33174518032373,6.1,5.6,0.0
2019-01-01,Lituania,129.2,108.11333333333333,2.073957513768687,6.3,4.8,0.0
2019-04-01,Lituania,131.11,109.95666666666666,2.549196381384644,6.1,4.8,0.0
2019-07-01,Lituania,132.36,109.52,2.342387241465249,6.2,4.8,0.0
2019-10-01,Lituania,133.77,110.27333333333333,2.004193389245179,6.5,4.8,0.0
2020-01-01,Lituania,137.26,110.78000000000002,2.466547450206602,7.2,2.7,0.0
2020-04-01,Lituania,140.25,110.67,0.6487404128899366,8.5,2.7,0.0
2020-07-01,Lituania,140.85,110.50333333333333,0.8978573167762294,9.3,2.7,0.0
2020-10-01,Lituania,146.35,110.56,0.25996009914757146,8.9,2.7,0.0
2021-01-01,Lituania,153.69,111.60333333333334,0.7432147800445321,7.7,2.7,0.0
2021-04-01,Lituania,158.87,114.16666666666667,3.1595433872473766,7.6,2.7,0.0
2021-07-01,Lituania,167.44,116.27,5.218545443576361,6.7,2.7,0.0
2021-10-01,Lituania,175.36,120.94,9.388567293777129,6.6,2.7,0.0
2022-01-01,Lituania,183.12,127.16000000000001,13.93924912637019,6.4,3.5,0.0
2022-04-01,Lituania,193.91,135.33666666666667,18.54306569343065,5.5,3.5,0.0
2022-07-01,Lituania,199.7,141.25666666666666,21.490209569679774,6.0,3.5,0.5
2022-10-01,Lituania,203.46,146.53333333333333,21.162008709552936,6.2,3.5,1.25
2023-01-01,Lituania,207.18,148.72666666666666,16.960260039844812,7.5,5.2,2.5
2023-04-01,Lituania,212.05,149.83,10.709095835077953,6.3,5.2,3.5
2023-07-01,Lituania,217.15,149.54999999999998,5.871109328173296,6.4,5.2,4.25
2023-10-01,Lituania,220.4,149.97333333333333,2.3475887170154586,7.3,5.2,4.5
2024-01-01,Lituania,227.7,149.99666666666667,0.8539154601282073,7.9,6.2,4.5
2024-04-01,Lituania,234.01,150.98333333333335,0.769761285011894,7.1,6.2,4.5
2024-07-01,Lituania,236.4,150.67999999999998,0.7556001337345242,7.1,6.2,4.25
2024-10-01,Lituania,241.98,151.51666666666665,1.0290718349928785,6.4,6.2,3.4
2025-01-01,Lituania,247.69,155.10999999999999,3.4089646436587406,6.7,5.7,3.15
2025-04-01,Lituania,254.53,155.92333333333332,3.2718843139419196,7.3,5.7,2.4
2025-07-01,Lituania,262.01,156.09,3.5903902309530222,6.9,5.7,2.15
2025-10-01,Lituania,268.22,156.82333333333335,3.5023649763502585,6.6,5.7,2.15
2014-01-01,Luxemburgo,91.36,99.63,0.996823680475778,6.7,6.8,0.25
2014-04-01,Luxemburgo,94.72,100.40333333333335,1.1620486985726375,5.1,6.8,0.25
2014-07-01,Luxemburgo,95.98,100.16333333333334,0.7442920843531153,6.2,6.8,0.15
2014-10-01,Luxemburgo,97.45,99.57333333333334,-0.11702945798641728,5.5,6.8,0.05
2015-01-01,Luxemburgo,97.8,99.16000000000001,-0.4717454581953051,7.4,6.0,0.05
2015-04-01,Luxemburgo,99.87,100.69,0.2855150891404534,5.5,6.0,0.05
2015-07-01,Luxemburgo,101.27,100.18666666666667,0.023295284368862745,7.5,6.0,0.05
2015-10-01,Luxemburgo,101.06,99.96666666666665,0.3950187466523758,6.2,6.0,0.05
2016-01-01,Luxemburgo,102.64,98.99666666666667,-0.1647169557617345,6.1,7.0,0.05
2016-04-01,Luxemburgo,105.44,100.13666666666666,-0.5495414970040136,6.3,7.0,0.0
2016-07-01,Luxemburgo,107.02,100.08,-0.10646792653713488,6.9,7.0,0.0
2016-10-01,Luxemburgo,108.92,100.94333333333333,0.9769923307769268,5.9,7.0,0.0
2017-01-01,Luxemburgo,109.84,101.54,2.5691100710461656,6.2,7.1,0.0
2017-04-01,Luxemburgo,112.21,102.14333333333333,2.0039279651143493,5.4,7.1,0.0
2017-07-01,Luxemburgo,112.28,102.10666666666667,2.025046629363181,5.3,7.1,0.0
2017-10-01,Luxemburgo,113.5,102.80666666666667,1.845920153221292,5.2,7.1,0.0
2018-01-01,Luxemburgo,116.84,102.73,1.171951940122118,5.6,9.3,0.0
2018-04-01,Luxemburgo,117.9,104.11666666666667,1.9319257252879973,5.6,9.3,0.0
2018-07-01,Luxemburgo,120.78,104.69,2.5300339514233494,5.9,9.3,0.0
2018-10-01,Luxemburgo,123.92,105.29666666666667,2.4220219181635416,5.3,9.3,0.0
2019-01-01,Luxemburgo,125.0,104.83999999999999,2.053927771829045,5.5,10.1,0.0
2019-04-01,Luxemburgo,131.35,106.16666666666667,1.968945093644936,5.4,10.1,0.0
2019-07-01,Luxemburgo,134.41,106.11333333333334,1.359569522717874,5.7,10.1,0.0
2019-10-01,Luxemburgo,137.19,106.58999999999999,1.22827566557977,5.8,10.1,0.0
2020-01-01,Luxemburgo,142.67,106.48333333333333,1.567467887574736,6.4,8.5,0.0
2020-04-01,Luxemburgo,148.74,105.2,-0.9105180533751978,6.5,8.5,0.0
2020-07-01,Luxemburgo,152.97,105.95666666666666,-0.14764088710185197,7.7,8.5,0.0
2020-10-01,Luxemburgo,160.08,106.08666666666666,-0.47221440410294413,6.5,8.5,0.0
2021-01-01,Luxemburgo,167.17,107.53000000000002,0.9829394271404057,5.7,5.1,0.0
2021-04-01,Luxemburgo,168.74,108.97666666666667,3.5899873257287718,5.7,5.1,0.0
2021-07-01,Luxemburgo,173.22,109.8,3.627269009343448,5.3,5.1,0.0
2021-10-01,Luxemburgo,179.48,112.14,5.706026519198137,4.3,5.1,0.0
2022-01-01,Luxemburgo,184.34,114.83333333333333,6.791903034811964,4.2,9.0,0.0
2022-04-01,Luxemburgo,188.4,119.29666666666667,9.469917107637716,4.6,9.0,0.0
2022-07-01,Luxemburgo,192.3,119.57666666666667,8.904068002428666,5.0,9.0,0.5
2022-10-01,Luxemburgo,189.35,120.5,7.454967005528812,4.6,9.0,1.25
2023-01-01,Luxemburgo,181.2,119.96666666666665,4.470246734397665,5.1,11.5,2.5
2023-04-01,Luxemburgo,177.25,121.52666666666666,1.8692894464779508,5.0,11.5,3.5
2023-07-01,Luxemburgo,165.52,123.13999999999999,2.9799570707774503,5.3,11.5,4.25
2023-10-01,Luxemburgo,161.96,123.44333333333333,2.442600276625173,5.4,11.5,4.5
2024-01-01,Luxemburgo,160.9,123.73333333333333,3.139761044734657,5.8,8.0,4.5
2024-04-01,Luxemburgo,162.41,125.17333333333333,3.0007131493773764,6.4,8.0,4.5
2024-07-01,Luxemburgo,162.44,125.26666666666667,1.7270315629906552,6.8,8.0,4.25
2024-10-01,Luxemburgo,164.25,124.90333333333335,1.182728917452014,6.8,8.0,3.4
2025-01-01,Luxemburgo,162.54,126.12666666666667,1.934267241379306,6.3,8.1,3.15
2025-04-01,Luxemburgo,169.75,127.79333333333334,2.093097571367708,6.4,8.1,2.4
2025-07-01,Luxemburgo,163.78,128.79,2.812666311868006,6.0,8.1,2.15
2025-10-01,Luxemburgo,164.37,129.01333333333332,3.2905446878919387,7.2,8.1,2.15
2014-01-01,Malta,92.82,96.29,1.3152356902356832,5.8,1.6,0.25
2014-04-01,Malta,92.73,100.03666666666668,0.5292600408669301,5.7,1.6,0.25
2014-07-01,Malta,94.58,100.87,0.6820601543785054,5.9,1.6,0.15
2014-10-01,Malta,97.92,98.16333333333334,0.5806209228457426,5.5,1.6,0.05
2015-01-01,Malta,95.3,96.89333333333333,0.6265794301935079,5.5,1.1,0.05
2015-04-01,Malta,96.07,101.30666666666667,1.2695345040151906,5.4,1.1,0.05
2015-07-01,Malta,102.72,102.28666666666668,1.4044479693334777,5.2,1.1,0.05
2015-10-01,Malta,105.92,99.52333333333333,1.3854460253319045,5.4,1.1,0.05
2016-01-01,Malta,100.29,97.8,0.9357368928030851,5.3,1.4,0.05
2016-04-01,Malta,102.78,102.26333333333332,0.9443274545932967,4.8,1.4,0.0
2016-07-01,Malta,107.62,103.27,0.9613504529752959,4.3,1.4,0.0
2016-10-01,Malta,111.12,100.27666666666666,0.7569414207723391,4.3,1.4,0.0
2017-01-01,Malta,105.61,99.04,1.2678936605317048,4.2,1.4,0.0
2017-04-01,Malta,108.88,103.39333333333333,1.1049903843019848,3.9,1.4,0.0
2017-07-01,Malta,113.02,104.54,1.2297859978696701,4.0,1.4,0.0
2017-10-01,Malta,116.59,101.72666666666667,1.44599940165544,4.0,1.4,0.0
2018-01-01,Malta,111.25,100.31,1.2823101777059698,4.3,1.7,0.0
2018-04-01,Malta,115.49,105.17666666666666,1.7248049519633657,4.0,1.7,0.0
2018-07-01,Malta,119.27,107.02,2.3722976850966138,3.7,1.7,0.0
2018-10-01,Malta,123.77,103.31,1.5564584835179085,3.9,1.7,0.0
2019-01-01,Malta,118.53,101.51666666666667,1.2029375602299552,4.3,2.6,0.0
2019-04-01,Malta,122.76,107.01333333333332,1.7462681836909244,3.8,2.6,0.0
2019-07-01,Malta,126.44,108.94333333333333,1.79717186818662,4.2,2.6,0.0
2019-10-01,Malta,130.86,104.67666666666666,1.3228793598554445,4.1,2.6,0.0
2020-01-01,Malta,125.06,102.75999999999999,1.224757839435231,4.0,2.8,0.0
2020-04-01,Malta,127.57,108.07,0.9874158983304238,4.8,2.8,0.0
2020-07-01,Malta,129.81,109.61666666666667,0.6180583177799015,5.4,2.8,0.0
2020-10-01,Malta,133.01,105.02666666666669,0.33436295895299395,5.2,2.8,0.0
2021-01-01,Malta,130.82,102.90666666666668,0.14272739068381668,4.2,2.7,0.0
2021-04-01,Malta,134.42,108.20666666666666,0.1264612442552604,3.7,2.7,0.0
2021-07-01,Malta,137.52,110.12333333333333,0.46221681617757415,3.7,2.7,0.0
2021-10-01,Malta,138.99,107.24000000000001,2.107401294909228,3.4,2.7,0.0
2022-01-01,Malta,139.69,107.3,4.269240735941948,3.6,2.9,0.0
2022-04-01,Malta,144.63,114.44666666666667,5.766742652948076,3.7,2.9,0.0
2022-07-01,Malta,146.23,117.91666666666667,7.076913763356241,3.3,2.9,0.5
2022-10-01,Malta,147.24,115.08,7.310704960835501,3.3,2.9,1.25
2023-01-01,Malta,149.89,114.77666666666666,6.968002485243852,3.4,6.0,2.5
2023-04-01,Malta,152.24,121.65333333333335,6.29696510747364,3.7,6.0,3.5
2023-07-01,Malta,154.51,124.03333333333335,5.18727915194348,3.7,6.0,4.25
2023-10-01,Malta,157.05,119.58,3.9103232533889365,3.1,6.0,4.5
2024-01-01,Malta,159.98,118.35333333333334,3.116196671797411,3.4,5.9,4.5
2024-04-01,Malta,162.74,124.44333333333333,2.2934020166593516,3.2,5.9,4.5
2024-07-01,Malta,165.26,126.85333333333334,2.2735823703305513,3.1,5.9,4.25
2024-10-01,Malta,167.1,122.11333333333334,2.118525951942929,3.1,5.9,3.4
2025-01-01,Malta,169.46,120.72000000000001,1.9996620289528533,3.2,6.0,3.15
2025-04-01,Malta,171.92,127.69333333333334,2.6116304609862695,2.9,6.0,2.4
2025-07-01,Malta,175.11,130.0533333333333,2.522598276224497,2.8,6.0,2.15
2025-10-01,Malta,177.36,125.13,2.470382704591345,3.4,6.0,2.15
2014-01-01,Países Bajos,95.82,99.23666666666666,0.4351933067944014,8.7,15.4,0.25
2014-04-01,Países Bajos,96.37,100.31333333333333,0.3501283804061561,8.5,15.4,0.25
2014-07-01,Países Bajos,96.94,100.17333333333333,0.2936857562408246,8.2,15.4,0.15
2014-10-01,Países Bajos,97.31,99.43666666666667,0.19480737581030194,8.2,15.4,0.05
2015-01-01,Países Bajos,98.29,98.77333333333333,-0.4668973161801815,8.0,14.9,0.05
2015-04-01,Países Bajos,99.2,100.69333333333333,0.3788130524357003,7.9,14.9,0.05
2015-07-01,Países Bajos,101.02,100.68333333333334,0.5091175296153327,7.8,14.9,0.05
2015-10-01,Países Bajos,101.5,99.85666666666667,0.4223794039757367,7.7,14.9,0.05
2016-01-01,Países Bajos,102.52,99.12333333333333,0.354346652267834,7.4,10.7,0.05
2016-04-01,Países Bajos,104.03,100.48666666666668,-0.2052436440677763,7.2,10.7,0.0
2016-07-01,Países Bajos,106.58,100.49333333333334,-0.18871047839761346,6.9,10.7,0.0
2016-10-01,Países Bajos,108.03,100.32,0.46399839770336904,6.5,10.7,0.0
2017-01-01,Países Bajos,110.2,100.41666666666667,1.3047718330699176,6.3,9.4,0.0
2017-04-01,Países Bajos,112.06,101.53333333333335,1.0415975585484016,6.1,9.4,0.0
2017-07-01,Países Bajos,115.22,101.97666666666667,1.4760514793684454,5.7,9.4,0.0
2017-10-01,Países Bajos,117.74,101.67666666666666,1.3523391812865437,5.4,9.4,0.0
2018-01-01,Países Bajos,120.32,101.67333333333333,1.2514522821576612,5.2,9.4,0.0
2018-04-01,Países Bajos,122.64,103.08333333333333,1.5265922521339181,5.0,9.4,0.0
2018-07-01,Países Bajos,126.45,103.80333333333333,1.7912594384336122,4.8,9.4,0.0
2018-10-01,Países Bajos,128.2,103.53666666666668,1.8293282627938279,4.6,9.4,0.0
2019-01-01,Países Bajos,130.34,104.18333333333334,2.4686905776670542,4.6,9.9,0.0
2019-04-01,Países Bajos,132.15,105.86666666666667,2.700080840743757,4.4,9.9,0.0
2019-07-01,Países Bajos,134.49,106.71666666666665,2.8065893837705858,4.3,9.9,0.0
2019-10-01,Países Bajos,136.54,106.35666666666667,2.7236727729306853,4.4,9.9,0.0
2020-01-01,Países Bajos,139.3,105.57,1.3309870420732617,4.2,8.3,0.0
2020-04-01,Países Bajos,142.6,107.17666666666666,1.2374055415617091,4.9,8.3,0.0
2020-07-01,Países Bajos,146.0,107.75333333333333,0.9714196470404612,5.3,8.3,0.0
2020-10-01,Países Bajos,148.37,107.33,0.915159682828226,5.1,8.3,0.0
2021-01-01,Países Bajos,153.72,107.45333333333333,1.7839664045972814,4.8,8.3,0.0
2021-04-01,Países Bajos,160.55,109.11,1.8038752215967513,4.4,8.3,0.0
2021-07-01,Países Bajos,169.59,110.29,2.354142176576146,4.0,8.3,0.0
2021-10-01,Países Bajos,175.9,113.07,5.347992173669991,3.8,8.3,0.0
2022-01-01,Países Bajos,182.94,116.96333333333332,8.85035364189104,3.6,10.0,0.0
2022-04-01,Países Bajos,188.58,120.5,10.43900650719458,3.4,10.0,0.0
2022-07-01,Países Bajos,189.95,125.85666666666667,14.114304711820358,3.6,10.0,0.5
2022-10-01,Países Bajos,185.89,127.79,13.018484124878405,3.6,10.0,1.25
2023-01-01,Países Bajos,183.14,125.43,7.238735786143824,3.6,9.3,2.5
2023-04-01,Países Bajos,180.92,128.12,6.323651452282153,3.6,9.3,3.5
2023-07-01,Países Bajos,182.91,129.32000000000002,2.751807611833579,3.6,9.3,4.25
2023-10-01,Países Bajos,186.07,128.35666666666665,0.44343584526695956,3.5,9.3,4.5
2024-01-01,Países Bajos,189.87,129.15333333333334,2.9684551808445647,3.7,6.9,4.5
2024-04-01,Países Bajos,194.81,131.79666666666665,2.8697054844416536,3.7,6.9,4.5
2024-07-01,Países Bajos,201.98,133.65333333333334,3.350860913496212,3.6,6.9,4.25
2024-10-01,Países Bajos,206.31,133.08333333333334,3.6824473472355734,3.7,6.9,3.4
2025-01-01,Países Bajos,210.27,133.4,3.2880813503329387,3.8,6.5,3.15
2025-04-01,Países Bajos,213.35,136.03666666666666,3.2170768102379954,3.8,6.5,2.4
2025-07-01,Países Bajos,217.61,137.18333333333334,2.641161213088594,3.9,6.5,2.15
2025-10-01,Países Bajos,219.01,136.81666666666666,2.8052598622416935,4.0,6.5,2.15
2014-01-01,Polonia,97.15,100.93333333333334,0.6314390162844852,10.2,9.6,0.25
2014-04-01,Polonia,99.3,101.03333333333335,0.297816015883523,9.5,9.6,0.25
2014-07-01,Polonia,98.66,100.56666666666666,-0.16545334215751772,8.7,9.6,0.15
2014-10-01,Polonia,98.89,100.26666666666667,-0.4303210857332096,8.5,9.6,0.05
2015-01-01,Polonia,99.06,99.73333333333333,-1.1889035667107084,8.2,8.7,0.05
2015-04-01,Polonia,100.43,100.39999999999999,-0.6268558231606991,7.7,8.7,0.05
2015-07-01,Polonia,100.63,100.10000000000001,-0.46403712296982924,7.5,8.7,0.05
2015-10-01,Polonia,99.88,99.76666666666667,-0.49867021276596146,7.2,8.7,0.05
2016-01-01,Polonia,100.0,99.43333333333334,-0.30080213903742603,6.7,7.7,0.05
2016-04-01,Polonia,100.84,99.96666666666665,-0.431606905710491,6.4,7.7,0.0
2016-07-01,Polonia,102.73,99.66666666666667,-0.43290043290044045,6.2,7.7,0.0
2016-10-01,Polonia,103.86,100.16666666666667,0.4009355162044814,5.7,7.7,0.0
2017-01-01,Polonia,103.33,101.13333333333333,1.7096882333221375,5.2,6.7,0.0
2017-04-01,Polonia,105.44,101.5,1.5338446148716267,5.1,6.7,0.0
2017-07-01,Polonia,106.5,101.13333333333333,1.4715719063544963,4.8,6.7,0.0
2017-10-01,Polonia,107.86,101.93333333333334,1.7637271214642203,4.6,6.7,0.0
2018-01-01,Polonia,109.48,102.13333333333333,0.9887936717205115,4.1,6.2,0.0
2018-04-01,Polonia,111.95,102.66666666666667,1.1494252873563315,3.8,6.2,0.0
2018-07-01,Polonia,113.43,102.56666666666666,1.4172709294660635,3.9,6.2,0.0
2018-10-01,Polonia,116.11,103.09999999999998,1.1445389143230678,3.9,6.2,0.0
2019-01-01,Polonia,118.34,103.33333333333333,1.1749347258485754,3.7,6.0,0.0
2019-04-01,Polonia,121.1,104.96666666666665,2.24025974025972,3.3,6.0,0.0
2019-07-01,Polonia,123.59,105.16666666666667,2.53493662658435,3.2,6.0,0.0
2019-10-01,Polonia,127.06,105.76666666666667,2.5864856126738056,3.0,6.0,0.0
2020-01-01,Polonia,131.66,107.36666666666667,3.9032258064516157,2.9,4.9,0.0
2020-04-01,Polonia,134.31,108.5,3.3661479834868224,3.2,4.9,0.0
2020-07-01,Polonia,137.06,109.10000000000001,3.740095087163242,3.4,4.9,0.0
2020-10-01,Polonia,138.42,109.60000000000001,3.62433028679483,3.2,4.9,0.0
2021-01-01,Polonia,141.16,111.53333333333335,3.880782365724933,3.8,5.7,0.0
2021-04-01,Polonia,145.5,113.5,4.608294930875578,3.7,5.7,0.0
2021-07-01,Polonia,149.28,114.66666666666667,5.102352581729286,3.1,5.7,0.0
2021-10-01,Polonia,155.15,117.56666666666666,7.268856447688554,2.9,5.7,0.0
2022-01-01,Polonia,160.3,121.56666666666668,8.995815899581583,2.9,5.6,0.0
2022-04-01,Polonia,163.5,128.03333333333333,12.80469897209986,2.9,5.6,0.0
2022-07-01,Polonia,167.38,131.73333333333335,14.883720930232558,2.9,5.6,0.5
2022-10-01,Polonia,169.64,136.29999999999998,15.934221718174069,2.8,5.6,1.25
2023-01-01,Polonia,169.52,141.1,16.068001096791875,2.7,5.9,2.5
2023-04-01,Polonia,175.0,144.03333333333333,12.496745639156458,2.8,5.9,3.5
2023-07-01,Polonia,182.88,143.79999999999998,9.159919028340058,2.8,5.9,4.25
2023-10-01,Polonia,191.72,144.86666666666667,6.28515529469309,3.1,5.9,4.5
2024-01-01,Polonia,200.04,146.23333333333335,3.6380817387196007,2.9,5.2,4.5
2024-04-01,Polonia,205.92,148.23333333333332,2.915991668595219,2.8,5.2,4.5
2024-07-01,Polonia,209.2,149.70000000000002,4.102920723226733,3.0,5.2,4.25
2024-10-01,Polonia,211.65,150.66666666666666,4.003681546249416,2.9,5.2,3.4
2025-01-01,Polonia,213.2,152.6,4.353772509687692,3.1,4.1,3.15
2025-04-01,Polonia,215.66,153.5,3.552957049696426,3.0,4.1,2.4
2025-07-01,Polonia,217.54,153.93333333333334,2.8278779781785612,3.2,4.1,2.15
2025-10-01,Polonia,220.82,154.66666666666666,2.6548672566371723,3.2,4.1,2.15
2014-01-01,Portugal,96.16,98.74000000000001,-0.14495196359344265,15.6,9.2,0.25
2014-04-01,Portugal,97.7,99.98333333333333,-0.21291460128414208,15.0,9.2,0.25
2014-07-01,Portugal,97.31,99.56666666666666,-0.2604514491785781,14.0,9.2,0.15
2014-10-01,Portugal,96.98,99.69,-0.02005816868919652,13.9,9.2,0.05
2015-01-01,Portugal,96.94,98.73666666666668,-0.003375869286337263,13.8,9.1,0.05
2015-04-01,Portugal,100.57,100.71666666666665,0.7334555759292982,12.9,9.1,0.05
2015-07-01,Portugal,100.65,100.32000000000001,0.7566119852695063,12.7,9.1,0.05
2015-10-01,Portugal,101.84,100.22666666666667,0.5383355067375639,12.5,9.1,0.05
2016-01-01,Portugal,103.67,99.18,0.4490057729313657,12.4,7.5,0.05
2016-04-01,Portugal,106.91,101.25333333333333,0.5328479232169503,11.6,7.5,0.0
2016-07-01,Portugal,108.31,101.06333333333333,0.7409622541201477,11.2,7.5,0.0
2016-10-01,Portugal,109.57,101.04666666666667,0.8181455367832768,10.8,7.5,0.0
