date,country,year,quarter,hpi,hpi_target_1q,inflation_yoy,unemployment_rate,housing_overburden_rate,ecb_main_refinancing_rate,hpi_lag_1,hpi_lag_2,hpi_lag_3,hpi_lag_4,hpi_lag_8,hpi_qoq_growth,hpi_yoy_growth,hpi_rolling_mean_4,hpi_rolling_std_4,hpi_rolling_mean_8,inflation_yoy_lag_1,inflation_yoy_lag_2,inflation_yoy_lag_4,unemployment_rate_lag_1,unemployment_rate_lag_2,unemployment_rate_lag_4,housing_overburden_rate_lag_1,housing_overburden_rate_lag_2,housing_overburden_rate_lag_4,ecb_main_refinancing_rate_lag_1,ecb_main_refinancing_rate_lag_2,ecb_main_refinancing_rate_lag_4,unemployment_change_1q,ecb_rate_change_1q,inflation_change_1q
2017-01-01,UE-27,2017,1,106.88,108.76,1.7078500588334045,8.7,10.1,0.0,106.11,105.36,103.75,102.01,98.27,0.7256620488172549,4.774041760611691,105.525,1.3361761360938234,103.23,0.699323986812761,0.196365572788415,-0.0067233670622446,8.9,9.1,9.6,10.9,10.9,10.9,0.0,0.0,0.05,-0.20000000000000107,0.0,1.0085260720206435
2017-04-01,UE-27,2017,2,108.76,110.39,1.516911740299398,8.3,10.1,0.0,106.88,106.11,105.36,103.75,99.83,1.7589820359281472,4.828915662650601,106.7775,1.4600998824281202,104.34625,1.7078500588334045,0.699323986812761,-0.1689972827887742,8.7,8.9,9.4,10.1,10.9,10.9,0.0,0.0,0.0,-0.3999999999999986,0.0,-0.19093831853400656
2017-07-01,UE-27,2017,3,110.39,111.19,1.508055140342135,8.2,10.1,0.0,108.76,106.88,106.11,105.36,100.81,1.4987127620448737,4.7741078208048515,108.035,1.9245172554868435,105.54375,1.516911740299398,1.7078500588334045,0.196365572788415,8.3,8.7,9.1,10.1,10.1,10.9,0.0,0.0,0.0,-0.10000000000000142,0.0,-0.008856599957262956
2017-10-01,UE-27,2017,4,111.19,112.26,1.5079863752108125,7.9,10.1,0.0,110.39,108.76,106.88,106.11,101.09,0.7247033245765033,4.787484685703514,109.30499999999999,1.906838570339212,106.80625,1.508055140342135,1.516911740299398,0.699323986812761,8.2,8.3,8.9,10.1,10.1,10.9,0.0,0.0,0.0,-0.29999999999999893,0.0,-6.876513132247908e-05
2018-01-01,UE-27,2018,1,112.26,114.22,1.3354047532476263,7.7,9.6,0.0,111.19,110.39,108.76,106.88,102.01,0.9623167551038758,5.033682634730541,110.65,1.4746072923550289,108.0875,1.5079863752108125,1.508055140342135,1.7078500588334045,7.9,8.2,8.7,10.1,10.1,10.1,0.0,0.0,0.0,-0.20000000000000018,0.0,-0.17258162196318616
2018-04-01,UE-27,2018,2,114.22,115.93,1.7688987705990034,7.5,9.6,0.0,112.26,111.19,110.39,108.76,103.75,1.7459469089613266,5.020228025009188,112.015,1.657638883070323,109.39625000000001,1.3354047532476263,1.5079863752108125,1.516911740299398,7.7,7.9,8.3,9.6,10.1,10.1,0.0,0.0,0.0,-0.20000000000000018,0.0,0.43349401735137705
2018-07-01,UE-27,2018,3,115.93,116.81,2.1564841781471777,7.2,9.6,0.0,114.22,112.26,111.19,110.39,105.36,1.497110838732274,5.018570522692278,113.4,2.102141764962573,110.7175,1.7688987705990034,1.3354047532476263,1.508055140342135,7.5,7.7,8.2,9.6,9.6,10.1,0.0,0.0,0.0,-0.2999999999999998,0.0,0.3875854075481744
2018-10-01,UE-27,2018,4,116.81,117.58,1.9091057175435688,7.2,9.6,0.0,115.93,114.22,112.26,111.19,106.11,0.7590787544207611,5.054411367928768,114.805,2.0087226455303906,112.055,2.1564841781471777,1.7688987705990034,1.5079863752108125,7.2,7.5,7.9,9.6,9.6,10.1,0.0,0.0,0.0,0.0,0.0,-0.2473784606036089
2019-01-01,UE-27,2019,1,117.58,119.78,1.5396157484424355,7.0,9.4,0.0,116.81,115.93,114.22,112.26,106.88,0.6591901378306675,4.738998752895052,116.135,1.443710497295056,113.3925,1.9091057175435688,2.1564841781471777,1.3354047532476263,7.2,7.2,7.7,9.6,9.6,9.6,0.0,0.0,0.0,-0.20000000000000018,0.0,-0.3694899691011333
2019-04-01,UE-27,2019,2,119.78,121.54,1.612851405622484,6.8,9.4,0.0,117.58,116.81,115.93,114.22,108.76,1.8710665079095135,4.86779898441605,117.525,1.6475537421684465,114.77,1.5396157484424355,1.9091057175435688,1.7688987705990034,7.0,7.2,7.5,9.4,9.6,9.6,0.0,0.0,0.0,-0.20000000000000018,0.0,0.07323565718004854
2019-07-01,UE-27,2019,3,121.54,122.69,1.230059581010945,6.8,9.4,0.0,119.78,117.58,116.81,115.93,110.39,1.4693604942394467,4.839127059432413,118.92750000000001,2.1487573928513313,116.16375000000001,1.612851405622484,1.5396157484424355,2.1564841781471777,6.8,7.0,7.2,9.4,9.4,9.6,0.0,0.0,0.0,0.0,0.0,-0.38279182461153916
2019-10-01,UE-27,2019,4,122.69,124.43,1.291518813337178,6.7,9.4,0.0,121.54,119.78,117.58,116.81,111.19,0.9461905545499416,5.033815597979618,120.39750000000001,2.2271412917309994,117.60125,1.230059581010945,1.612851405622484,1.9091057175435688,6.8,6.8,7.2,9.4,9.4,9.6,0.0,0.0,0.0,-0.09999999999999964,0.0,0.06145923232623307
2020-01-01,UE-27,2020,1,124.43,126.28,1.4873590542580972,6.6,7.8,0.0,122.69,121.54,119.78,117.58,112.26,1.418208492949713,5.825820717809149,122.11000000000001,1.9555561868685503,119.1225,1.291518813337178,1.230059581010945,1.5396157484424355,6.7,6.8,7.0,9.4,9.4,9.4,0.0,0.0,0.0,-0.10000000000000053,0.0,0.19584024092091923
2020-04-01,UE-27,2020,2,126.28,128.05,0.6039143769563937,7.0,7.8,0.0,124.43,122.69,121.54,119.78,114.22,1.486779715502684,5.426615461679751,123.735,2.0712395644476143,120.63,1.4873590542580972,1.291518813337178,1.612851405622484,6.6,6.7,6.8,7.8,9.4,9.4,0.0,0.0,0.0,0.40000000000000036,0.0,-0.8834446773017035
2020-07-01,UE-27,2020,3,128.05,129.8,0.4619960761977237,7.9,7.8,0.0,126.28,124.43,122.69,121.54,115.93,1.4016471333544667,5.3562613131479475,125.3625,2.3148992058690427,122.14500000000001,0.6039143769563937,1.4873590542580972,1.230059581010945,7.0,6.6,6.8,7.8,7.8,9.4,0.0,0.0,0.0,0.9000000000000004,0.0,-0.14191830075867
2020-10-01,UE-27,2020,4,129.8,132.1,0.2114565251696287,7.5,7.8,0.0,128.05,126.28,124.43,122.69,116.81,1.3666536509176153,5.795093324639344,127.14,2.308491570990263,123.76875000000001,0.4619960761977237,0.6039143769563937,1.291518813337178,7.9,7.0,6.7,7.8,7.8,9.4,0.0,0.0,0.0,-0.40000000000000036,0.0,-0.250539551028095
2021-01-01,UE-27,2021,1,132.1,135.91,1.3800962268928796,7.5,8.7,0.0,129.8,128.05,126.28,124.43,117.58,1.7719568567026167,6.164108334003049,129.0575,2.48580469868405,125.58375000000001,0.2114565251696287,0.4619960761977237,1.4873590542580972,7.5,7.9,6.6,7.8,7.8,7.8,0.0,0.0,0.0,0.0,0.0,1.1686397017232508
2021-04-01,UE-27,2021,2,135.91,140.18,2.1780124457854155,7.3,8.7,0.0,132.1,129.8,128.05,126.28,119.78,2.8841786525359625,7.625910674691161,131.465,3.395865132775394,127.60000000000001,1.3800962268928796,0.2114565251696287,0.6039143769563937,7.5,7.5,7.0,8.7,7.8,7.8,0.0,0.0,0.0,-0.20000000000000018,0.0,0.7979162188925359
2021-07-01,UE-27,2021,3,140.18,143.16,3.0899584225777987,6.9,8.7,0.0,135.91,132.1,129.8,128.05,121.54,3.1417850047825935,9.4728621632175,134.4975,4.549742666715674,129.93,2.1780124457854155,1.3800962268928796,0.4619960761977237,7.3,7.5,7.9,8.7,8.7,7.8,0.0,0.0,0.0,-0.39999999999999947,0.0,0.9119459767923832
2021-10-01,UE-27,2021,4,143.16,146.21,4.938271604938271,6.5,8.7,0.0,140.18,135.91,132.1,129.8,122.69,2.1258382080182603,10.292758089368249,137.8375,4.845976853707247,132.48875,3.0899584225777987,2.1780124457854155,0.2114565251696287,6.9,7.3,7.5,8.7,8.7,7.8,0.0,0.0,0.0,-0.40000000000000036,0.0,1.8483131823604726
2022-01-01,UE-27,2022,1,146.21,149.58,6.547396028475094,6.2,8.7,0.0,143.16,140.18,135.91,132.1,124.43,2.130483375244485,10.681302043906138,141.365,4.391556292098095,135.21125,4.938271604938271,3.0899584225777987,1.3800962268928796,6.5,6.9,7.5,8.7,8.7,8.7,0.0,0.0,0.0,-0.2999999999999998,0.0,1.609124423536823
2022-04-01,UE-27,2022,2,149.58,150.9,8.827781366306775,6.2,8.7,0.0,146.21,143.16,140.18,135.91,126.28,2.3049039053416376,10.058126701493642,144.7825,4.036057275774594,138.12375,6.547396028475094,4.938271604938271,2.1780124457854155,6.2,6.5,7.3,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,2.2803853378316807
2022-07-01,UE-27,2022,3,150.9,148.74,10.290567997800103,6.2,8.7,0.5,149.58,146.21,143.16,140.18,128.05,0.882470918571987,7.647310600656287,147.4625,3.482359114163808,140.98000000000002,8.827781366306775,6.547396028475094,3.0899584225777987,6.2,6.2,6.9,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.5,1.4627866314933282
2022-10-01,UE-27,2022,4,148.74,147.59,10.99639855942378,6.1,8.7,1.25,150.9,149.58,146.21,143.16,129.8,-1.4314115308151076,3.8977367979882827,148.85750000000002,1.9762654173970937,143.3475,10.290567997800103,8.827781366306775,4.938271604938271,6.2,6.2,6.5,8.7,8.7,8.7,0.5,0.0,0.0,-0.10000000000000053,0.75,0.7058305616236762
2023-01-01,UE-27,2023,1,147.59,148.19,9.403663003663,6.1,8.8,2.5,148.74,150.9,149.58,146.21,132.1,-0.7731612209224137,0.9438478900211988,149.20250000000001,1.3949999999998959,145.28375,10.99639855942378,10.290567997800103,6.547396028475094,6.1,6.2,6.2,8.7,8.7,8.7,1.25,0.5,0.0,0.0,1.25,-1.592735555760779
2023-04-01,UE-27,2023,2,148.19,149.15,7.215737260111354,6.0,8.8,3.5,147.59,148.74,150.9,149.58,135.91,0.4065316078325054,-0.9292686187993171,148.855,1.4419546918447381,146.81875000000002,9.403663003663,10.99639855942378,8.827781366306775,6.1,6.1,6.2,8.8,8.7,8.7,2.5,1.25,0.0,-0.09999999999999964,1.0,-2.187925743551647
2023-07-01,UE-27,2023,3,149.15,148.87,5.673601684350493,6.1,8.8,4.25,148.19,147.59,148.74,150.9,140.18,0.6478169916998455,-1.159708416169647,148.41750000000002,0.6775138374968666,147.94,7.215737260111354,9.403663003663,10.290567997800103,6.0,6.1,6.2,8.8,8.8,8.7,3.5,2.5,0.5,0.09999999999999964,0.75,-1.5421355757608604
2023-10-01,UE-27,2023,4,148.87,149.81,3.390655418559363,6.1,8.8,4.5,149.15,148.19,147.59,148.74,143.16,-0.18773047267851561,0.08740083366949314,148.45,0.7008566187172153,148.65375,5.673601684350493,7.215737260111354,10.99639855942378,6.1,6.0,6.1,8.8,8.8,8.7,4.25,3.5,1.25,0.0,0.25,-2.2829462657911304
2024-01-01,UE-27,2024,1,149.81,152.68,2.841913537258267,6.1,8.2,4.5,148.87,149.15,148.19,147.59,146.21,0.6314233895345023,1.504166948980279,149.005,0.671192967781785,149.10375,3.390655418559363,5.673601684350493,9.403663003663,6.1,6.1,6.1,8.8,8.8,8.8,4.5,4.25,2.5,0.0,0.0,-0.5487418813010958
2024-04-01,UE-27,2024,2,152.68,155.08,2.641429851847943,6.0,8.2,4.5,149.81,148.87,149.15,148.19,149.58,1.9157599626193234,3.029894054929483,150.1275,1.7466992681435076,149.49125,2.841913537258267,3.390655418559363,7.215737260111354,6.1,6.1,6.0,8.2,8.8,8.8,4.5,4.5,3.5,-0.09999999999999964,0.0,-0.20048368541032424
2024-07-01,UE-27,2024,3,155.08,156.23,2.438065277231627,5.9,8.2,4.25,152.68,149.81,148.87,149.15,150.9,1.5719151165836998,3.975863224941345,151.61,2.824499955744346,150.01375,2.641429851847943,2.841913537258267,5.673601684350493,6.0,6.1,6.1,8.2,8.2,8.8,4.5,4.5,4.25,-0.09999999999999964,-0.25,-0.20336457461631596
2024-10-01,UE-27,2024,4,156.23,158.44,2.5105915581358884,5.8,8.2,3.4,155.08,152.68,149.81,148.87,148.74,0.7415527469692984,4.943910794653039,153.45,2.841818666511501,150.95,2.438065277231627,2.641429851847943,3.390655418559363,5.9,6.0,6.1,8.2,8.2,8.8,4.25,4.5,4.5,-0.10000000000000053,-0.8500000000000001,0.0725262809042615
2025-01-01,UE-27,2025,1,158.44,160.91,2.6670139341059995,6.0,7.7,3.15,156.23,155.08,152.68,149.81,147.59,1.414581066376508,5.7606301314999,155.60750000000002,2.398546434822541,152.30625,2.5105915581358884,2.438065277231627,2.841913537258267,5.8,5.9,6.1,8.2,8.2,8.2,3.4,4.25,4.5,0.20000000000000018,-0.25,0.1564223759701111
2025-04-01,UE-27,2025,2,160.91,163.48,2.3191904664064067,6.0,7.7,2.4,158.44,156.23,155.08,152.68,148.19,1.5589497601615765,5.390358920618277,157.665,2.5737197464629533,153.89625,2.6670139341059995,2.5105915581358884,2.641429851847943,6.0,5.8,6.0,7.7,8.2,8.2,3.15,3.4,4.5,0.0,-0.75,-0.3478234676995928
2025-07-01,UE-27,2025,3,163.48,164.85,2.454254638515696,6.1,7.7,2.15,160.91,158.44,156.23,155.08,149.15,1.5971661177055507,5.416559195254056,159.765,3.1285832789512584,155.6875,2.3191904664064067,2.6670139341059995,2.438065277231627,6.0,6.0,5.9,7.7,7.7,8.2,2.4,3.15,4.25,0.09999999999999964,-0.25,0.13506417210928934
