date,country,year,quarter,hpi,hpi_target_1q,hicp,inflation_yoy,unemployment_rate,housing_overburden_rate,ecb_main_refinancing_rate,hpi_lag_1,hpi_lag_2,hpi_lag_4,hpi_qoq_growth,hpi_yoy_growth,hpi_rolling_mean_4,hpi_rolling_std_4,inflation_yoy_lag_1,inflation_yoy_lag_4,unemployment_rate_lag_1,unemployment_rate_lag_4,housing_overburden_rate_lag_1,housing_overburden_rate_lag_4,ecb_main_refinancing_rate_lag_1,ecb_main_refinancing_rate_lag_4,unemployment_change_1q,inflation_change_1q,ecb_rate_change_1q,hpi_target_1q_growth
2018-10-01,Eslovaquia,2018,4,124.06,126.39,103.75666666666666,2.109303241044458,6.0,4.1,0.0,120.68,120.98,116.16,2.8007954922107947,6.800964187327829,119.345,2.2095172926832487,2.7443857331572064,1.953177257525085,6.3,7.6,4.1,8.4,0.0,0.0,-0.2999999999999998,-0.6350824921127485,0.0,1.8781234886345304
2019-01-01,Eslovaquia,2019,1,126.39,131.03,105.24333333333334,2.41331214116578,5.8,5.7,0.0,124.06,120.68,119.56,1.87812348863452,5.712612914018056,121.32000000000001,1.9261706397235219,2.109303241044458,2.425329745174265,6.0,7.1,4.1,4.1,0.0,0.0,-0.20000000000000018,0.304008900121322,0.0,3.67117651712952
2019-04-01,Eslovaquia,2019,2,131.03,134.6,106.29666666666668,2.5930572982015843,5.7,5.7,0.0,126.39,124.06,120.98,3.671176517129515,8.307158207968257,123.0275,2.7126539894845094,2.41331214116578,2.8557246856386387,5.8,6.7,5.7,4.1,0.0,0.0,-0.09999999999999964,0.1797451570358044,0.0,2.724566893077916
2019-07-01,Eslovaquia,2019,3,134.6,137.58,106.82666666666668,3.0117964707016887,5.8,5.7,0.0,131.03,126.39,120.68,2.7245668930779177,11.53463705667881,125.54,4.346362463792706,2.5930572982015843,2.7443857331572064,5.7,6.3,5.7,4.1,0.0,0.0,0.09999999999999964,0.4187391725001044,0.0,2.2139673105497906
2019-10-01,Eslovaquia,2019,4,137.58,142.98,106.93666666666668,3.0648633019565,5.7,5.7,0.0,134.6,131.03,124.06,2.2139673105497915,10.897952603578931,129.02,4.71504683610525,3.0117964707016887,2.109303241044458,5.8,6.0,5.7,4.1,0.0,0.0,-0.09999999999999964,0.053066831254811486,0.0,3.924989097252491
2020-01-01,Eslovaquia,2020,1,142.98,143.75,108.31333333333332,2.9170493776327744,6.0,3.2,0.0,137.58,134.6,126.39,3.924989097252496,13.126038452409205,132.4,4.819038631649758,3.0648633019565,2.41331214116578,5.7,5.8,5.7,5.7,0.0,0.0,0.2999999999999998,-0.14781392432372575,0.0,0.5385368583018676
2020-04-01,Eslovaquia,2020,2,143.75,145.89,108.43333333333334,2.010097525792598,6.5,3.2,0.0,142.98,137.58,131.03,0.5385368583018746,9.707700526596952,136.5475,5.0556461835588005,2.9170493776327744,2.5930572982015843,6.0,5.7,3.2,5.7,0.0,0.0,0.5,-0.9069518518401765,0.0,1.4886956521739036
2020-07-01,Eslovaquia,2020,3,145.89,147.47,108.46666666666664,1.5351972041937056,6.9,3.2,0.0,143.75,142.98,134.6,1.4886956521739103,8.387815750371463,139.7275,4.384148530026388,2.010097525792598,3.0117964707016887,6.5,5.8,3.2,5.7,0.0,0.0,0.40000000000000036,-0.4749003215988923,0.0,1.0830077455617333
2020-10-01,Eslovaquia,2020,4,147.47,145.74,108.65666666666668,1.6084286649418855,7.0,3.2,0.0,145.89,143.75,137.58,1.083007745561737,7.18854484663467,142.54999999999998,3.534656984772214,1.5351972041937056,3.0648633019565,6.9,5.7,3.2,5.7,0.0,0.0,0.09999999999999964,0.07323146074817988,0.0,-1.1731199566013357
2021-01-01,Eslovaquia,2021,1,145.74,150.53,109.41333333333334,1.015572105619511,7.1,7.1,0.0,147.47,145.89,142.98,-1.1731199566013317,1.9303399076794125,145.02249999999998,2.044005463136612,1.6084286649418855,2.9170493776327744,7.0,6.0,3.2,3.2,0.0,0.0,0.09999999999999964,-0.5928565593223745,0.0,3.286674900507748
