STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1996-10,,59.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1996-11,,60.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1996-12,,60.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-01,,61.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-02,,61.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-03,,61.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-04,,61.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-05,,61.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-06,,62.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-07,,64.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-08,,65.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-09,,65.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-10,,65.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-11,,65.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1997-12,,66.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-01,,68.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-02,,68.9,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-03,,69.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-04,,69.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-05,,69.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-06,,69.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-07,,70.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-08,,70.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-09,,70.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-10,,70.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-11,,70.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1998-12,,70.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-01,,70.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-02,,70.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-03,,70.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-04,,70.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-05,,70.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-06,,70.8,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-07,,71.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-08,,71.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-09,,71.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-10,,71.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-11,,71.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,1999-12,,71.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-01,,73.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-02,,73.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-03,,73.1,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-04,,73.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-05,,73.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-06,,73.7,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-07,,74.3,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-08,,74.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-09,,74.2,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-10,,74.4,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-11,,74.5,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2000-12,,74.6,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2001-01,,76.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2001-02,,76.0,,,,,
dataflow,ESTAT:PRC_HICP_MIDX(1.0),HICP - monthly data (index) (1996-2025),M,Monthly,I15,"Index, 2015=100",CP00,All-items HICP,CZ,Czechia,2001-03,,76.1,,,,,
