STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2020-Q1,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2020-Q2,,6.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2020-Q3,,7.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2020-Q4,,6.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2021-Q1,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2021-Q2,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2021-Q3,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2021-Q4,,4.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2022-Q1,,4.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2022-Q2,,4.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2022-Q3,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2022-Q4,,4.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2023-Q1,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2023-Q2,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2023-Q3,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2023-Q4,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2024-Q1,,5.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2024-Q2,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2024-Q3,,6.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2024-Q4,,6.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2025-Q1,,6.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2025-Q2,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2025-Q3,,6.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LU,Luxembourg,2025-Q4,,7.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2009-Q1,,14.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2009-Q2,,16.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2009-Q3,,19.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2009-Q4,,20.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2010-Q1,,21.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2010-Q2,,20.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2010-Q3,,19.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2010-Q4,,18.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2011-Q1,,17.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2011-Q2,,16.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2011-Q3,,15.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2011-Q4,,15.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2012-Q1,,16.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2012-Q2,,16.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2012-Q3,,14.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2012-Q4,,14.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2013-Q1,,12.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2013-Q2,,11.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2013-Q3,,12.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2013-Q4,,11.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2014-Q1,,11.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2014-Q2,,10.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2014-Q3,,10.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2014-Q4,,10.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2015-Q1,,10.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2015-Q2,,9.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2015-Q3,,9.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2015-Q4,,10.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2016-Q1,,10.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2016-Q2,,9.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2016-Q3,,9.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2016-Q4,,9.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2017-Q1,,9.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2017-Q2,,8.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2017-Q3,,8.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2017-Q4,,8.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2018-Q1,,8.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2018-Q2,,7.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2018-Q3,,7.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2018-Q4,,7.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2019-Q1,,6.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2019-Q2,,6.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2019-Q3,,6.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2019-Q4,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2020-Q1,,7.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2020-Q2,,8.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2020-Q3,,8.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2020-Q4,,8.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2021-Q1,,7.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2021-Q2,,7.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2021-Q3,,7.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2021-Q4,,7.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2022-Q1,,7.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2022-Q2,,6.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2022-Q3,,7.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2022-Q4,,6.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2023-Q1,,6.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2023-Q2,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2023-Q3,,6.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2023-Q4,,6.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2024-Q1,,7.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2024-Q2,,7.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2024-Q3,,6.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2024-Q4,,7.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2025-Q1,,7.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2025-Q2,,6.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2025-Q3,,7.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,LV,Latvia,2025-Q4,,6.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,ME,Montenegro,2011-Q1,,20.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,ME,Montenegro,2011-Q2,,20.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,ME,Montenegro,2011-Q3,,20.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,ME,Montenegro,2011-Q4,,17.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,ME,Montenegro,2012-Q1,,20.5,,,,,
