STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2009-Q1,,5.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2009-Q2,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2009-Q3,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2009-Q4,,5.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2010-Q1,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2010-Q2,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2010-Q3,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2010-Q4,,4.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2011-Q1,,5.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2011-Q2,,4.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2011-Q3,,4.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2011-Q4,,5.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2012-Q1,,4.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2012-Q2,,5.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2012-Q3,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2012-Q4,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2013-Q1,,5.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2013-Q2,,5.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2013-Q3,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2013-Q4,,5.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2014-Q1,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2014-Q2,,6.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2014-Q3,,6.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2014-Q4,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2015-Q1,,6.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2015-Q2,,6.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2015-Q3,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2015-Q4,,6.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2016-Q1,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2016-Q2,,6.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2016-Q3,,6.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2016-Q4,,6.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2017-Q1,,6.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2017-Q2,,5.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2017-Q3,,5.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2017-Q4,,5.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2018-Q1,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2018-Q2,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2018-Q3,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2018-Q4,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2019-Q1,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2019-Q2,,4.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2019-Q3,,4.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2019-Q4,,4.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2020-Q1,,4.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2020-Q2,,6.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2020-Q3,,6.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2020-Q4,,6.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2021-Q1,,7.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2021-Q2,,6.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2021-Q3,,5.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2021-Q4,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2022-Q1,,4.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2022-Q2,,4.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2022-Q3,,4.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2022-Q4,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2023-Q1,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2023-Q2,,5.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2023-Q3,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2023-Q4,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2024-Q1,,4.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2024-Q2,,5.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2024-Q3,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2024-Q4,,5.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2025-Q1,,5.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2025-Q2,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2025-Q3,,5.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,AT,Austria,2025-Q4,,5.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2021-Q1,,19.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2021-Q2,,18.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2021-Q3,,16.5,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2021-Q4,,16.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2022-Q1,,16.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2022-Q2,,15.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2022-Q3,,14.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2022-Q4,,14.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2023-Q1,,13.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2023-Q2,,13.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2023-Q3,,13.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2023-Q4,,12.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2024-Q1,,13.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2024-Q2,,13.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2024-Q3,,12.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2024-Q4,,11.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2025-Q1,,13.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2025-Q2,,13.0,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2025-Q3,,11.3,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BA,Bosnia and Herzegovina,2025-Q4,,11.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2009-Q1,,7.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2009-Q2,,7.8,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2009-Q3,,8.2,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2009-Q4,,8.1,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2010-Q1,,8.7,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2010-Q2,,8.4,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2010-Q3,,8.6,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2010-Q4,,7.9,,,,,
dataflow,ESTAT:UNE_RT_Q(1.0),Unemployment by sex and age - quarterly data,Q,Quarterly,SA,"Seasonally adjusted data, not calendar adjusted data",Y15-74,From 15 to 74 years,PC_ACT,Percentage of population in the labour force,T,Total,BE,Belgium,2011-Q1,,7.2,,,,,
