STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,purchase,Purchases,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q3,,109.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2010-Q4,,109.80,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q1,,108.81,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q2,,110.53,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q3,,111.31,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2011-Q4,,111.99,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q1,,111.36,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q2,,109.86,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q3,,109.09,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2012-Q4,,105.40,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q1,,105.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q2,,104.63,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q3,,104.97,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2013-Q4,,103.63,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q1,,102.94,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q2,,103.82,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q3,,103.00,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2014-Q4,,102.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q1,,101.05,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q2,,99.13,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q3,,99.86,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2015-Q4,,99.96,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q1,,101.21,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q2,,100.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q3,,101.31,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2016-Q4,,100.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q1,,100.85,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q2,,104.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q3,,105.13,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2017-Q4,,108.45,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q1,,109.44,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q2,,109.26,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q3,,112.32,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2018-Q4,,113.54,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2019-Q1,,117.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2019-Q2,,120.60,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2019-Q3,,121.36,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2019-Q4,,124.90,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2020-Q1,,128.25,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2020-Q2,,130.57,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2020-Q3,,129.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2020-Q4,,132.95,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2021-Q1,,134.19,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2021-Q2,,139.03,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2021-Q3,,141.44,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2021-Q4,,144.99,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2022-Q1,,152.25,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2022-Q2,,157.94,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2022-Q3,,162.44,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2022-Q4,,170.11,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2023-Q1,,173.56,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2023-Q2,,179.63,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2023-Q3,,180.09,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2023-Q4,,186.24,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2024-Q1,,189.41,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2024-Q2,,197.53,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2024-Q3,,202.19,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2024-Q4,,205.01,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2025-Q1,,214.18,,p,provisional,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2025-Q2,,223.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2025-Q3,,230.07,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HR,Croatia,2025-Q4,,237.93,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2005-Q1,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2005-Q2,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2005-Q3,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2005-Q4,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2006-Q1,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2006-Q2,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2006-Q3,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2006-Q4,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2007-Q1,,95.04,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2007-Q2,,97.35,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2007-Q3,,101.20,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2007-Q4,,102.05,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2008-Q1,,100.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2008-Q2,,101.90,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2008-Q3,,102.29,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2008-Q4,,100.29,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2009-Q1,,99.69,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2009-Q2,,96.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2009-Q3,,95.05,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2009-Q4,,92.42,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2010-Q1,,94.69,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2010-Q2,,94.21,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2010-Q3,,93.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2010-Q4,,91.99,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2011-Q1,,91.73,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2011-Q2,,90.97,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2011-Q3,,89.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2011-Q4,,89.34,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2012-Q1,,90.21,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2012-Q2,,87.12,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2012-Q3,,86.39,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2012-Q4,,84.67,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2013-Q1,,84.95,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2013-Q2,,85.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2013-Q3,,85.26,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2013-Q4,,84.13,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2014-Q1,,85.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2014-Q2,,87.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2014-Q3,,89.19,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2014-Q4,,91.22,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2015-Q1,,93.60,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2015-Q2,,98.69,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2015-Q3,,103.06,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2015-Q4,,104.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2016-Q1,,109.39,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2016-Q2,,111.97,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2016-Q3,,115.20,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2016-Q4,,116.95,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2017-Q1,,122.24,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2017-Q2,,125.48,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2017-Q3,,129.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2017-Q4,,131.96,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2018-Q1,,138.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2018-Q2,,142.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2018-Q3,,148.49,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2018-Q4,,152.32,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2019-Q1,,165.03,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2019-Q2,,170.54,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2019-Q3,,173.22,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2019-Q4,,171.88,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2020-Q1,,178.74,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2020-Q2,,174.90,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2020-Q3,,181.59,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2020-Q4,,179.08,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2021-Q1,,195.95,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2021-Q2,,204.40,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,TOTAL,Total,I15_Q,"Quarterly index, 2015=100",HU,Hungary,2021-Q3,,211.94,,,,,
