date,country,hpi,type,iso_alpha,date_str
2023-01-01,Países Bajos,183.14,Histórico,NLD,2023Q1
2023-04-01,Países Bajos,180.92,Histórico,NLD,2023Q2
2023-07-01,Países Bajos,182.91,Histórico,NLD,2023Q3
2023-10-01,Países Bajos,186.07,Histórico,NLD,2023Q4
2024-01-01,Países Bajos,189.87,Histórico,NLD,2024Q1
2024-04-01,Países Bajos,194.81,Histórico,NLD,2024Q2
2024-07-01,Países Bajos,201.98,Histórico,NLD,2024Q3
2024-10-01,Países Bajos,206.31,Histórico,NLD,2024Q4
2025-01-01,Países Bajos,210.27,Histórico,NLD,2025Q1
2025-04-01,Países Bajos,213.35,Histórico,NLD,2025Q2
2025-07-01,Países Bajos,217.61,Histórico,NLD,2025Q3
2015-01-01,Polonia,99.06,Histórico,POL,2015Q1
2015-04-01,Polonia,100.43,Histórico,POL,2015Q2
2015-07-01,Polonia,100.63,Histórico,POL,2015Q3
2015-10-01,Polonia,99.88,Histórico,POL,2015Q4
2016-01-01,Polonia,100.0,Histórico,POL,2016Q1
2016-04-01,Polonia,100.84,Histórico,POL,2016Q2
2016-07-01,Polonia,102.73,Histórico,POL,2016Q3
2016-10-01,Polonia,103.86,Histórico,POL,2016Q4
2017-01-01,Polonia,103.33,Histórico,POL,2017Q1
2017-04-01,Polonia,105.44,Histórico,POL,2017Q2
2017-07-01,Polonia,106.5,Histórico,POL,2017Q3
2017-10-01,Polonia,107.86,Histórico,POL,2017Q4
2018-01-01,Polonia,109.48,Histórico,POL,2018Q1
2018-04-01,Polonia,111.95,Histórico,POL,2018Q2
2018-07-01,Polonia,113.43,Histórico,POL,2018Q3
2018-10-01,Polonia,116.11,Histórico,POL,2018Q4
2019-01-01,Polonia,118.34,Histórico,POL,2019Q1
2019-04-01,Polonia,121.1,Histórico,POL,2019Q2
2019-07-01,Polonia,123.59,Histórico,POL,2019Q3
2019-10-01,Polonia,127.06,Histórico,POL,2019Q4
2020-01-01,Polonia,131.66,Histórico,POL,2020Q1
2020-04-01,Polonia,134.31,Histórico,POL,2020Q2
2020-07-01,Polonia,137.06,Histórico,POL,2020Q3
2020-10-01,Polonia,138.42,Histórico,POL,2020Q4
2021-01-01,Polonia,141.16,Histórico,POL,2021Q1
2021-04-01,Polonia,145.5,Histórico,POL,2021Q2
2021-07-01,Polonia,149.28,Histórico,POL,2021Q3
2021-10-01,Polonia,155.15,Histórico,POL,2021Q4
2022-01-01,Polonia,160.3,Histórico,POL,2022Q1
2022-04-01,Polonia,163.5,Histórico,POL,2022Q2
2022-07-01,Polonia,167.38,Histórico,POL,2022Q3
2022-10-01,Polonia,169.64,Histórico,POL,2022Q4
2023-01-01,Polonia,169.52,Histórico,POL,2023Q1
2023-04-01,Polonia,175.0,Histórico,POL,2023Q2
2023-07-01,Polonia,182.88,Histórico,POL,2023Q3
2023-10-01,Polonia,191.72,Histórico,POL,2023Q4
2024-01-01,Polonia,200.04,Histórico,POL,2024Q1
2024-04-01,Polonia,205.92,Histórico,POL,2024Q2
2024-07-01,Polonia,209.2,Histórico,POL,2024Q3
2024-10-01,Polonia,211.65,Histórico,POL,2024Q4
2025-01-01,Polonia,213.2,Histórico,POL,2025Q1
2025-04-01,Polonia,215.66,Histórico,POL,2025Q2
2025-07-01,Polonia,217.54,Histórico,POL,2025Q3
2015-01-01,Portugal,96.94,Histórico,PRT,2015Q1
2015-04-01,Portugal,100.57,Histórico,PRT,2015Q2
2015-07-01,Portugal,100.65,Histórico,PRT,2015Q3
2015-10-01,Portugal,101.84,Histórico,PRT,2015Q4
2016-01-01,Portugal,103.67,Histórico,PRT,2016Q1
2016-04-01,Portugal,106.91,Histórico,PRT,2016Q2
2016-07-01,Portugal,108.31,Histórico,PRT,2016Q3
2016-10-01,Portugal,109.57,Histórico,PRT,2016Q4
2017-01-01,Portugal,111.89,Histórico,PRT,2017Q1
2017-04-01,Portugal,115.51,Histórico,PRT,2017Q2
2017-07-01,Portugal,119.6,Histórico,PRT,2017Q3
2017-10-01,Portugal,121.06,Histórico,PRT,2017Q4
2018-01-01,Portugal,125.58,Histórico,PRT,2018Q1
2018-04-01,Portugal,128.49,Histórico,PRT,2018Q2
2018-07-01,Portugal,129.72,Histórico,PRT,2018Q3
2018-10-01,Portugal,132.34,Histórico,PRT,2018Q4
2019-01-01,Portugal,137.14,Histórico,PRT,2019Q1
2019-04-01,Portugal,140.65,Histórico,PRT,2019Q2
2019-07-01,Portugal,143.67,Histórico,PRT,2019Q3
2019-10-01,Portugal,146.07,Histórico,PRT,2019Q4
2020-01-01,Portugal,151.67,Histórico,PRT,2020Q1
2020-04-01,Portugal,154.34,Histórico,PRT,2020Q2
2020-07-01,Portugal,153.61,Histórico,PRT,2020Q3
2020-10-01,Portugal,157.69,Histórico,PRT,2020Q4
2021-01-01,Portugal,161.7,Histórico,PRT,2021Q1
2021-04-01,Portugal,166.4,Histórico,PRT,2021Q2
2021-07-01,Portugal,171.3,Histórico,PRT,2021Q3
2021-10-01,Portugal,175.96,Histórico,PRT,2021Q4
2022-01-01,Portugal,182.64,Histórico,PRT,2022Q1
2022-04-01,Portugal,188.31,Histórico,PRT,2022Q2
2022-07-01,Portugal,193.82,Histórico,PRT,2022Q3
2022-10-01,Portugal,195.91,Histórico,PRT,2022Q4
2023-01-01,Portugal,198.55,Histórico,PRT,2023Q1
2023-04-01,Portugal,204.74,Histórico,PRT,2023Q2
2023-07-01,Portugal,208.48,Histórico,PRT,2023Q3
2023-10-01,Portugal,211.27,Histórico,PRT,2023Q4
2024-01-01,Portugal,212.45,Histórico,PRT,2024Q1
2024-04-01,Portugal,220.74,Histórico,PRT,2024Q2
2024-07-01,Portugal,228.89,Histórico,PRT,2024Q3
2024-10-01,Portugal,235.68,Histórico,PRT,2024Q4
2025-01-01,Portugal,247.05,Histórico,PRT,2025Q1
2025-04-01,Portugal,258.78,Histórico,PRT,2025Q2
2025-07-01,Portugal,269.35,Histórico,PRT,2025Q3
2015-01-01,Rumanía,101.01,Histórico,ROU,2015Q1
2015-04-01,Rumanía,99.76,Histórico,ROU,2015Q2
2015-07-01,Rumanía,98.87,Histórico,ROU,2015Q3
2015-10-01,Rumanía,100.36,Histórico,ROU,2015Q4
2016-01-01,Rumanía,103.65,Histórico,ROU,2016Q1
2016-04-01,Rumanía,106.59,Histórico,ROU,2016Q2
2016-07-01,Rumanía,105.86,Histórico,ROU,2016Q3
2016-10-01,Rumanía,107.7,Histórico,ROU,2016Q4
2017-01-01,Rumanía,108.96,Histórico,ROU,2017Q1
2017-04-01,Rumanía,114.27,Histórico,ROU,2017Q2
2017-07-01,Rumanía,112.44,Histórico,ROU,2017Q3
2017-10-01,Rumanía,113.75,Histórico,ROU,2017Q4
2018-01-01,Rumanía,116.1,Histórico,ROU,2018Q1
2018-04-01,Rumanía,119.66,Histórico,ROU,2018Q2
2018-07-01,Rumanía,118.88,Histórico,ROU,2018Q3
2018-10-01,Rumanía,119.83,Histórico,ROU,2018Q4
2019-01-01,Rumanía,119.91,Histórico,ROU,2019Q1
2019-04-01,Rumanía,121.79,Histórico,ROU,2019Q2
2019-07-01,Rumanía,123.57,Histórico,ROU,2019Q3
2019-10-01,Rumanía,125.49,Histórico,ROU,2019Q4
2020-01-01,Rumanía,129.62,Histórico,ROU,2020Q1
2020-04-01,Rumanía,129.77,Histórico,ROU,2020Q2
2020-07-01,Rumanía,126.38,Histórico,ROU,2020Q3
2020-10-01,Rumanía,127.97,Histórico,ROU,2020Q4
2021-01-01,Rumanía,131.45,Histórico,ROU,2021Q1
2021-04-01,Rumanía,133.61,Histórico,ROU,2021Q2
2021-07-01,Rumanía,133.78,Histórico,ROU,2021Q3
2021-10-01,Rumanía,137.51,Histórico,ROU,2021Q4
2022-01-01,Rumanía,139.82,Histórico,ROU,2022Q1
2022-04-01,Rumanía,144.94,Histórico,ROU,2022Q2
2022-07-01,Rumanía,143.2,Histórico,ROU,2022Q3
2022-10-01,Rumanía,146.83,Histórico,ROU,2022Q4
2023-01-01,Rumanía,146.28,Histórico,ROU,2023Q1
2023-04-01,Rumanía,145.14,Histórico,ROU,2023Q2
2023-07-01,Rumanía,150.02,Histórico,ROU,2023Q3
2023-10-01,Rumanía,152.28,Histórico,ROU,2023Q4
2024-01-01,Rumanía,154.26,Histórico,ROU,2024Q1
2024-04-01,Rumanía,155.06,Histórico,ROU,2024Q2
2024-07-01,Rumanía,155.86,Histórico,ROU,2024Q3
2024-10-01,Rumanía,158.36,Histórico,ROU,2024Q4
2025-01-01,Rumanía,161.75,Histórico,ROU,2025Q1
2025-04-01,Rumanía,162.38,Histórico,ROU,2025Q2
2025-07-01,Rumanía,166.14,Histórico,ROU,2025Q3
2015-01-01,Suecia,95.21,Histórico,SWE,2015Q1
2015-04-01,Suecia,98.37,Histórico,SWE,2015Q2
2015-07-01,Suecia,102.12,Histórico,SWE,2015Q3
2015-10-01,Suecia,104.3,Histórico,SWE,2015Q4
2016-01-01,Suecia,105.66,Histórico,SWE,2016Q1
2016-04-01,Suecia,106.9,Histórico,SWE,2016Q2
2016-07-01,Suecia,109.35,Histórico,SWE,2016Q3
2016-10-01,Suecia,111.06,Histórico,SWE,2016Q4
2017-01-01,Suecia,114.02,Histórico,SWE,2017Q1
2017-04-01,Suecia,115.97,Histórico,SWE,2017Q2
2017-07-01,Suecia,117.59,Histórico,SWE,2017Q3
2017-10-01,Suecia,114.13,Histórico,SWE,2017Q4
2018-01-01,Suecia,113.24,Histórico,SWE,2018Q1
2018-04-01,Suecia,114.04,Histórico,SWE,2018Q2
2018-07-01,Suecia,115.16,Histórico,SWE,2018Q3
2018-10-01,Suecia,114.96,Histórico,SWE,2018Q4
2019-01-01,Suecia,114.97,Histórico,SWE,2019Q1
2019-04-01,Suecia,116.51,Histórico,SWE,2019Q2
2019-07-01,Suecia,118.54,Histórico,SWE,2019Q3
2019-10-01,Suecia,118.73,Histórico,SWE,2019Q4
2020-01-01,Suecia,120.2,Histórico,SWE,2020Q1
2020-04-01,Suecia,120.3,Histórico,SWE,2020Q2
2020-07-01,Suecia,122.95,Histórico,SWE,2020Q3
2020-10-01,Suecia,124.99,Histórico,SWE,2020Q4
2021-01-01,Suecia,128.9,Histórico,SWE,2021Q1
2021-04-01,Suecia,133.44,Histórico,SWE,2021Q2
2021-07-01,Suecia,136.89,Histórico,SWE,2021Q3
2021-10-01,Suecia,138.62,Histórico,SWE,2021Q4
2022-01-01,Suecia,142.19,Histórico,SWE,2022Q1
2022-04-01,Suecia,142.86,Histórico,SWE,2022Q2
2022-07-01,Suecia,138.46,Histórico,SWE,2022Q3
2022-10-01,Suecia,133.49,Histórico,SWE,2022Q4
2023-01-01,Suecia,132.64,Histórico,SWE,2023Q1
2023-04-01,Suecia,133.21,Histórico,SWE,2023Q2
2023-07-01,Suecia,132.68,Histórico,SWE,2023Q3
2023-10-01,Suecia,129.68,Histórico,SWE,2023Q4
2024-01-01,Suecia,130.53,Histórico,SWE,2024Q1
2024-04-01,Suecia,132.19,Histórico,SWE,2024Q2
2024-07-01,Suecia,132.98,Histórico,SWE,2024Q3
2024-10-01,Suecia,132.43,Histórico,SWE,2024Q4
2025-01-01,Suecia,133.28,Histórico,SWE,2025Q1
2025-04-01,Suecia,132.96,Histórico,SWE,2025Q2
2025-07-01,Suecia,133.4,Histórico,SWE,2025Q3
2025-10-01,Alemania,155.62426065033168,Predicción,DEU,2025Q4
2025-10-01,Austria,169.79839892448106,Predicción,AUT,2025Q4
2025-10-01,Bulgaria,263.58819709987495,Predicción,BGR,2025Q4
2025-10-01,Bélgica,148.06947611281618,Predicción,BEL,2025Q4
2025-10-01,Chequia,255.41684701278047,Predicción,CZE,2025Q4
2025-10-01,Chipre,155.55793904995454,Predicción,CYP,2025Q4
2025-10-01,Croacia,236.54179191307873,Predicción,HRV,2025Q4
2025-10-01,Dinamarca,157.11806183090704,Predicción,DNK,2025Q4
2025-10-01,Eslovaquia,213.82299388525345,Predicción,SVK,2025Q4
2025-10-01,Eslovenia,210.59320368347468,Predicción,SVN,2025Q4
2025-10-01,España,189.06274644402606,Predicción,ESP,2025Q4
2025-10-01,Estonia,226.3316782955827,Predicción,EST,2025Q4
2025-10-01,Finlandia,97.63129064716321,Predicción,FIN,2025Q4
2025-10-01,Francia,129.55054958370187,Predicción,FRA,2025Q4
2025-10-01,Hungría,387.4197642866913,Predicción,HUN,2025Q4
2025-10-01,Irlanda,203.48089636633915,Predicción,IRL,2025Q4
2025-10-01,Italia,118.35325846145338,Predicción,ITA,2025Q4
2025-10-01,Letonia,224.02313975060247,Predicción,LVA,2025Q4
2025-10-01,Lituania,268.5564253875133,Predicción,LTU,2025Q4
2025-10-01,Luxemburgo,166.0315278356897,Predicción,LUX,2025Q4
2025-10-01,Malta,178.2462838128066,Predicción,MLT,2025Q4
2025-10-01,Países Bajos,222.33810488205347,Predicción,NLD,2025Q4
2025-10-01,Polonia,221.33895391378252,Predicción,POL,2025Q4
2025-10-01,Portugal,278.1347210728325,Predicción,PRT,2025Q4
2025-10-01,Rumanía,168.50027420343153,Predicción,ROU,2025Q4
2025-10-01,Suecia,134.189931650192,Predicción,SWE,2025Q4
2026-01-01,Alemania,157.4941560524862,Predicción,DEU,2026Q1
2026-01-01,Austria,171.78543808477679,Predicción,AUT,2026Q1
2026-01-01,Bulgaria,271.18628907595917,Predicción,BGR,2026Q1
2026-01-01,Bélgica,149.67307259603558,Predicción,BEL,2026Q1
2026-01-01,Chequia,261.658847321964,Predicción,CZE,2026Q1
2026-01-01,Chipre,158.57911042527127,Predicción,CYP,2026Q1
2026-01-01,Croacia,243.22321680227907,Predicción,HRV,2026Q1
2026-01-01,Dinamarca,159.8023781903968,Predicción,DNK,2026Q1
2026-01-01,Eslovaquia,218.90511409621558,Predicción,SVK,2026Q1
2026-01-01,Eslovenia,213.64942606492235,Predicción,SVN,2026Q1
2026-01-01,España,194.0824373900262,Predicción,ESP,2026Q1
2026-01-01,Estonia,230.75757531293465,Predicción,EST,2026Q1
2026-01-01,Finlandia,97.02360079918355,Predicción,FIN,2026Q1
2026-01-01,Francia,130.58199340745276,Predicción,FRA,2026Q1
2026-01-01,Hungría,400.05637427127897,Predicción,HUN,2026Q1
2026-01-01,Irlanda,207.26958103148206,Predicción,IRL,2026Q1
2026-01-01,Italia,119.4523792664072,Predicción,ITA,2026Q1
2026-01-01,Letonia,229.28121992492407,Predicción,LVA,2026Q1
2026-01-01,Lituania,275.01815184539635,Predicción,LTU,2026Q1
2026-01-01,Luxemburgo,167.8709706960434,Predicción,LUX,2026Q1
2026-01-01,Malta,181.22505340894824,Predicción,MLT,2026Q1
2026-01-01,Países Bajos,226.70859137370235,Predicción,NLD,2026Q1
2026-01-01,Polonia,224.84082079293876,Predicción,POL,2026Q1
2026-01-01,Portugal,287.0404159400214,Predicción,PRT,2026Q1
2026-01-01,Rumanía,170.4799108673704,Predicción,ROU,2026Q1
2026-01-01,Suecia,134.7242627588644,Predicción,SWE,2026Q1
2026-04-01,Alemania,160.1865418244812,Predicción,DEU,2026Q2
2026-04-01,Austria,174.5416892757631,Predicción,AUT,2026Q2
2026-04-01,Bulgaria,279.38573882582045,Predicción,BGR,2026Q2
2026-04-01,Bélgica,152.27888710876843,Predicción,BEL,2026Q2
2026-04-01,Chequia,268.8568423069701,Predicción,CZE,2026Q2
2026-04-01,Chipre,162.04231414914926,Predicción,CYP,2026Q2
2026-04-01,Croacia,250.28369401871663,Predicción,HRV,2026Q2
2026-04-01,Dinamarca,163.2175111084649,Predicción,DNK,2026Q2
2026-04-01,Eslovaquia,225.14083401546196,Predicción,SVK,2026Q2
2026-04-01,Eslovenia,218.16780047468595,Predicción,SVN,2026Q2
2026-04-01,España,199.72369511178238,Predicción,ESP,2026Q2
2026-04-01,Estonia,235.4789284368157,Predicción,EST,2026Q2
2026-04-01,Finlandia,97.2275893121897,Predicción,FIN,2026Q2
2026-04-01,Francia,132.57785637229978,Predicción,FRA,2026Q2
2026-04-01,Hungría,412.2674748431129,Predicción,HUN,2026Q2
2026-04-01,Irlanda,212.25981485111862,Predicción,IRL,2026Q2
2026-04-01,Italia,121.54530447897632,Predicción,ITA,2026Q2
2026-04-01,Letonia,235.91639731295652,Predicción,LVA,2026Q2
2026-04-01,Lituania,282.47516590777104,Predicción,LTU,2026Q2
2026-04-01,Luxemburgo,170.77808921289795,Predicción,LUX,2026Q2
2026-04-01,Malta,185.1445212551442,Predicción,MLT,2026Q2
2026-04-01,Países Bajos,232.03066209687,Predicción,NLD,2026Q2
2026-04-01,Polonia,229.45170334887223,Predicción,POL,2026Q2
2026-04-01,Portugal,296.4466301940255,Predicción,PRT,2026Q2
2026-04-01,Rumanía,173.12855725255108,Predicción,ROU,2026Q2
2026-04-01,Suecia,136.00763265310528,Predicción,SWE,2026Q2
2026-07-01,Alemania,162.85274970238228,Predicción,DEU,2026Q3
2026-07-01,Austria,177.23714809557555,Predicción,AUT,2026Q3
2026-07-01,Bulgaria,287.25545037769604,Predicción,BGR,2026Q3
2026-07-01,Bélgica,155.05386805386007,Predicción,BEL,2026Q3
2026-07-01,Chequia,275.8405102677941,Predicción,CZE,2026Q3
2026-07-01,Chipre,166.21943501765713,Predicción,CYP,2026Q3
2026-07-01,Croacia,256.81825652525185,Predicción,HRV,2026Q3
2026-07-01,Dinamarca,166.53201962104959,Predicción,DNK,2026Q3
2026-07-01,Eslovaquia,231.34406706060264,Predicción,SVK,2026Q3
2026-07-01,Eslovenia,222.06765301061722,Predicción,SVN,2026Q3
2026-07-01,España,204.93545794042308,Predicción,ESP,2026Q3
2026-07-01,Estonia,239.71356097182894,Predicción,EST,2026Q3
2026-07-01,Finlandia,97.11529939761064,Predicción,FIN,2026Q3
2026-07-01,Francia,134.65172815017283,Predicción,FRA,2026Q3
2026-07-01,Hungría,425.8430716789745,Predicción,HUN,2026Q3
2026-07-01,Irlanda,217.35670617999534,Predicción,IRL,2026Q3
2026-07-01,Italia,123.14919657731652,Predicción,ITA,2026Q3
2026-07-01,Letonia,242.25411515832477,Predicción,LVA,2026Q3
2026-07-01,Lituania,289.80264073203995,Predicción,LTU,2026Q3
2026-07-01,Luxemburgo,172.99041008203602,Predicción,LUX,2026Q3
2026-07-01,Malta,189.05516996394374,Predicción,MLT,2026Q3
2026-07-01,Países Bajos,237.46946440853048,Predicción,NLD,2026Q3
2026-07-01,Polonia,234.1790116589737,Predicción,POL,2026Q3
2026-07-01,Portugal,305.34486629612866,Predicción,PRT,2026Q3
2026-07-01,Rumanía,175.83442491817334,Predicción,ROU,2026Q3
2026-07-01,Suecia,137.3078259492372,Predicción,SWE,2026Q3
