date,country,hpi,type,iso_alpha,date_str
2015-01-01,Alemania,97.8,Histórico,DEU,2015Q1
2015-04-01,Alemania,99.9,Histórico,DEU,2015Q2
2015-07-01,Alemania,100.4,Histórico,DEU,2015Q3
2015-10-01,Alemania,101.8,Histórico,DEU,2015Q4
2016-01-01,Alemania,103.9,Histórico,DEU,2016Q1
2016-04-01,Alemania,106.9,Histórico,DEU,2016Q2
2016-07-01,Alemania,108.8,Histórico,DEU,2016Q3
2016-10-01,Alemania,110.4,Histórico,DEU,2016Q4
2017-01-01,Alemania,110.9,Histórico,DEU,2017Q1
2017-04-01,Alemania,113.1,Histórico,DEU,2017Q2
2017-07-01,Alemania,115.0,Histórico,DEU,2017Q3
2017-10-01,Alemania,117.3,Histórico,DEU,2017Q4
2018-01-01,Alemania,118.3,Histórico,DEU,2018Q1
2018-04-01,Alemania,120.6,Histórico,DEU,2018Q2
2018-07-01,Alemania,123.1,Histórico,DEU,2018Q3
2018-10-01,Alemania,124.6,Histórico,DEU,2018Q4
2019-01-01,Alemania,124.6,Histórico,DEU,2019Q1
2019-04-01,Alemania,127.8,Histórico,DEU,2019Q2
2019-07-01,Alemania,129.6,Histórico,DEU,2019Q3
2019-10-01,Alemania,132.7,Histórico,DEU,2019Q4
2020-01-01,Alemania,133.8,Histórico,DEU,2020Q1
2020-04-01,Alemania,136.2,Histórico,DEU,2020Q2
2020-07-01,Alemania,140.3,Histórico,DEU,2020Q3
2020-10-01,Alemania,144.3,Histórico,DEU,2020Q4
2021-01-01,Alemania,146.3,Histórico,DEU,2021Q1
2021-04-01,Alemania,151.8,Histórico,DEU,2021Q2
2021-07-01,Alemania,158.2,Histórico,DEU,2021Q3
2021-10-01,Alemania,162.5,Histórico,DEU,2021Q4
2022-01-01,Alemania,164.1,Histórico,DEU,2022Q1
2022-04-01,Alemania,167.4,Histórico,DEU,2022Q2
2022-07-01,Alemania,166.3,Histórico,DEU,2022Q3
2022-10-01,Alemania,158.5,Histórico,DEU,2022Q4
2023-01-01,Alemania,153.7,Histórico,DEU,2023Q1
2023-04-01,Alemania,151.6,Histórico,DEU,2023Q2
2023-07-01,Alemania,149.3,Histórico,DEU,2023Q3
2023-10-01,Alemania,146.4,Histórico,DEU,2023Q4
2024-01-01,Alemania,145.8,Histórico,DEU,2024Q1
2024-04-01,Alemania,147.8,Histórico,DEU,2024Q2
2024-07-01,Alemania,149.0,Histórico,DEU,2024Q3
2024-10-01,Alemania,149.2,Histórico,DEU,2024Q4
2025-01-01,Alemania,150.9,Histórico,DEU,2025Q1
2025-04-01,Alemania,152.4,Histórico,DEU,2025Q2
2025-07-01,Alemania,153.6,Histórico,DEU,2025Q3
2015-01-01,Austria,98.19,Histórico,AUT,2015Q1
2015-04-01,Austria,99.97,Histórico,AUT,2015Q2
2015-07-01,Austria,101.23,Histórico,AUT,2015Q3
2015-10-01,Austria,100.61,Histórico,AUT,2015Q4
2016-01-01,Austria,104.04,Histórico,AUT,2016Q1
2016-04-01,Austria,106.7,Histórico,AUT,2016Q2
2016-07-01,Austria,108.08,Histórico,AUT,2016Q3
2016-10-01,Austria,108.0,Histórico,AUT,2016Q4
2017-01-01,Austria,109.76,Histórico,AUT,2017Q1
2017-04-01,Austria,112.46,Histórico,AUT,2017Q2
2017-07-01,Austria,113.67,Histórico,AUT,2017Q3
2017-10-01,Austria,112.65,Histórico,AUT,2017Q4
2018-01-01,Austria,115.13,Histórico,AUT,2018Q1
2018-04-01,Austria,118.94,Histórico,AUT,2018Q2
2018-07-01,Austria,120.1,Histórico,AUT,2018Q3
2018-10-01,Austria,121.15,Histórico,AUT,2018Q4
2019-01-01,Austria,121.53,Histórico,AUT,2019Q1
2019-04-01,Austria,125.79,Histórico,AUT,2019Q2
2019-07-01,Austria,127.81,Histórico,AUT,2019Q3
2019-10-01,Austria,128.74,Histórico,AUT,2019Q4
2020-01-01,Austria,131.26,Histórico,AUT,2020Q1
2020-04-01,Austria,134.09,Histórico,AUT,2020Q2
2020-07-01,Austria,138.0,Histórico,AUT,2020Q3
2020-10-01,Austria,138.71,Histórico,AUT,2020Q4
2021-01-01,Austria,144.08,Histórico,AUT,2021Q1
2021-04-01,Austria,149.12,Histórico,AUT,2021Q2
2021-07-01,Austria,153.52,Histórico,AUT,2021Q3
2021-10-01,Austria,157.34,Histórico,AUT,2021Q4
2022-01-01,Austria,164.63,Histórico,AUT,2022Q1
2022-04-01,Austria,169.43,Histórico,AUT,2022Q2
2022-07-01,Austria,173.59,Histórico,AUT,2022Q3
2022-10-01,Austria,166.32,Histórico,AUT,2022Q4
2023-01-01,Austria,164.35,Histórico,AUT,2023Q1
2023-04-01,Austria,164.68,Histórico,AUT,2023Q2
2023-07-01,Austria,164.29,Histórico,AUT,2023Q3
2023-10-01,Austria,161.4,Histórico,AUT,2023Q4
2024-01-01,Austria,159.54,Histórico,AUT,2024Q1
2024-04-01,Austria,164.34,Histórico,AUT,2024Q2
2024-07-01,Austria,165.13,Histórico,AUT,2024Q3
2024-10-01,Austria,163.23,Histórico,AUT,2024Q4
2025-01-01,Austria,165.17,Histórico,AUT,2025Q1
2025-04-01,Austria,166.95,Histórico,AUT,2025Q2
2025-07-01,Austria,167.87,Histórico,AUT,2025Q3
2015-01-01,Bulgaria,98.85,Histórico,BGR,2015Q1
2015-04-01,Bulgaria,99.71,Histórico,BGR,2015Q2
2015-07-01,Bulgaria,99.21,Histórico,BGR,2015Q3
2015-10-01,Bulgaria,102.23,Histórico,BGR,2015Q4
2016-01-01,Bulgaria,103.38,Histórico,BGR,2016Q1
2016-04-01,Bulgaria,106.24,Histórico,BGR,2016Q2
2016-07-01,Bulgaria,107.94,Histórico,BGR,2016Q3
2016-10-01,Bulgaria,110.52,Histórico,BGR,2016Q4
2017-01-01,Bulgaria,112.66,Histórico,BGR,2017Q1
2017-04-01,Bulgaria,115.37,Histórico,BGR,2017Q2
2017-07-01,Bulgaria,117.62,Histórico,BGR,2017Q3
2017-10-01,Bulgaria,119.53,Histórico,BGR,2017Q4
2018-01-01,Bulgaria,120.65,Histórico,BGR,2018Q1
2018-04-01,Bulgaria,124.03,Histórico,BGR,2018Q2
2018-07-01,Bulgaria,124.99,Histórico,BGR,2018Q3
2018-10-01,Bulgaria,126.15,Histórico,BGR,2018Q4
2019-01-01,Bulgaria,129.45,Histórico,BGR,2019Q1
2019-04-01,Bulgaria,130.26,Histórico,BGR,2019Q2
2019-07-01,Bulgaria,131.97,Histórico,BGR,2019Q3
2019-10-01,Bulgaria,133.99,Histórico,BGR,2019Q4
2020-01-01,Bulgaria,135.54,Histórico,BGR,2020Q1
2020-04-01,Bulgaria,134.07,Histórico,BGR,2020Q2
2020-07-01,Bulgaria,138.81,Histórico,BGR,2020Q3
2020-10-01,Bulgaria,141.23,Histórico,BGR,2020Q4
2021-01-01,Bulgaria,145.72,Histórico,BGR,2021Q1
2021-04-01,Bulgaria,146.23,Histórico,BGR,2021Q2
2021-07-01,Bulgaria,150.9,Histórico,BGR,2021Q3
2021-10-01,Bulgaria,154.48,Histórico,BGR,2021Q4
2022-01-01,Bulgaria,162.52,Histórico,BGR,2022Q1
2022-04-01,Bulgaria,167.58,Histórico,BGR,2022Q2
2022-07-01,Bulgaria,174.43,Histórico,BGR,2022Q3
2022-10-01,Bulgaria,175.14,Histórico,BGR,2022Q4
2023-01-01,Bulgaria,177.93,Histórico,BGR,2023Q1
2023-04-01,Bulgaria,185.5,Histórico,BGR,2023Q2
2023-07-01,Bulgaria,190.48,Histórico,BGR,2023Q3
2023-10-01,Bulgaria,192.78,Histórico,BGR,2023Q4
2024-01-01,Bulgaria,206.42,Histórico,BGR,2024Q1
2024-04-01,Bulgaria,213.53,Histórico,BGR,2024Q2
2024-07-01,Bulgaria,221.91,Histórico,BGR,2024Q3
2024-10-01,Bulgaria,228.0,Histórico,BGR,2024Q4
2025-01-01,Bulgaria,237.55,Histórico,BGR,2025Q1
2025-04-01,Bulgaria,246.65,Histórico,BGR,2025Q2
2025-07-01,Bulgaria,256.01,Histórico,BGR,2025Q3
2015-01-01,Bélgica,97.94,Histórico,BEL,2015Q1
2015-04-01,Bélgica,99.13,Histórico,BEL,2015Q2
2015-07-01,Bélgica,101.49,Histórico,BEL,2015Q3
2015-10-01,Bélgica,101.43,Histórico,BEL,2015Q4
2016-01-01,Bélgica,100.37,Histórico,BEL,2016Q1
2016-04-01,Bélgica,101.42,Histórico,BEL,2016Q2
2016-07-01,Bélgica,103.63,Histórico,BEL,2016Q3
2016-10-01,Bélgica,103.9,Histórico,BEL,2016Q4
2017-01-01,Bélgica,104.36,Histórico,BEL,2017Q1
2017-04-01,Bélgica,104.48,Histórico,BEL,2017Q2
2017-07-01,Bélgica,107.81,Histórico,BEL,2017Q3
2017-10-01,Bélgica,107.14,Histórico,BEL,2017Q4
2018-01-01,Bélgica,107.37,Histórico,BEL,2018Q1
2018-04-01,Bélgica,108.51,Histórico,BEL,2018Q2
2018-07-01,Bélgica,110.64,Histórico,BEL,2018Q3
2018-10-01,Bélgica,110.06,Histórico,BEL,2018Q4
2019-01-01,Bélgica,111.0,Histórico,BEL,2019Q1
2019-04-01,Bélgica,111.84,Histórico,BEL,2019Q2
2019-07-01,Bélgica,115.37,Histórico,BEL,2019Q3
2019-10-01,Bélgica,114.72,Histórico,BEL,2019Q4
2020-01-01,Bélgica,115.24,Histórico,BEL,2020Q1
2020-04-01,Bélgica,116.61,Histórico,BEL,2020Q2
2020-07-01,Bélgica,119.05,Histórico,BEL,2020Q3
2020-10-01,Bélgica,121.45,Histórico,BEL,2020Q4
2021-01-01,Bélgica,122.41,Histórico,BEL,2021Q1
2021-04-01,Bélgica,124.78,Histórico,BEL,2021Q2
2021-07-01,Bélgica,128.04,Histórico,BEL,2021Q3
2021-10-01,Bélgica,128.62,Histórico,BEL,2021Q4
2022-01-01,Bélgica,130.02,Histórico,BEL,2022Q1
2022-04-01,Bélgica,132.18,Histórico,BEL,2022Q2
2022-07-01,Bélgica,134.96,Histórico,BEL,2022Q3
2022-10-01,Bélgica,134.55,Histórico,BEL,2022Q4
2023-01-01,Bélgica,135.04,Histórico,BEL,2023Q1
2023-04-01,Bélgica,134.55,Histórico,BEL,2023Q2
2023-07-01,Bélgica,136.31,Histórico,BEL,2023Q3
2023-10-01,Bélgica,138.28,Histórico,BEL,2023Q4
2024-01-01,Bélgica,139.36,Histórico,BEL,2024Q1
2024-04-01,Bélgica,138.96,Histórico,BEL,2024Q2
2024-07-01,Bélgica,141.16,Histórico,BEL,2024Q3
2024-10-01,Bélgica,142.18,Histórico,BEL,2024Q4
2025-01-01,Bélgica,143.08,Histórico,BEL,2025Q1
2025-04-01,Bélgica,142.94,Histórico,BEL,2025Q2
2025-07-01,Bélgica,146.32,Histórico,BEL,2025Q3
2015-01-01,Chequia,98.3,Histórico,CZE,2015Q1
2015-04-01,Chequia,99.4,Histórico,CZE,2015Q2
2015-07-01,Chequia,100.6,Histórico,CZE,2015Q3
2015-10-01,Chequia,101.7,Histórico,CZE,2015Q4
2016-01-01,Chequia,103.0,Histórico,CZE,2016Q1
2016-04-01,Chequia,105.1,Histórico,CZE,2016Q2
2016-07-01,Chequia,107.7,Histórico,CZE,2016Q3
2016-10-01,Chequia,112.8,Histórico,CZE,2016Q4
2017-01-01,Chequia,116.2,Histórico,CZE,2017Q1
2017-04-01,Chequia,119.1,Histórico,CZE,2017Q2
2017-07-01,Chequia,121.2,Histórico,CZE,2017Q3
2017-10-01,Chequia,122.3,Histórico,CZE,2017Q4
2018-01-01,Chequia,125.0,Histórico,CZE,2018Q1
2018-04-01,Chequia,128.7,Histórico,CZE,2018Q2
2018-07-01,Chequia,131.9,Histórico,CZE,2018Q3
2018-10-01,Chequia,134.4,Histórico,CZE,2018Q4
2019-01-01,Chequia,137.2,Histórico,CZE,2019Q1
2019-04-01,Chequia,140.6,Histórico,CZE,2019Q2
2019-07-01,Chequia,143.4,Histórico,CZE,2019Q3
2019-10-01,Chequia,146.4,Histórico,CZE,2019Q4
2020-01-01,Chequia,149.0,Histórico,CZE,2020Q1
2020-04-01,Chequia,151.5,Histórico,CZE,2020Q2
2020-07-01,Chequia,155.4,Histórico,CZE,2020Q3
2020-10-01,Chequia,159.5,Histórico,CZE,2020Q4
2021-01-01,Chequia,168.9,Histórico,CZE,2021Q1
2021-04-01,Chequia,177.6,Histórico,CZE,2021Q2
2021-07-01,Chequia,189.8,Histórico,CZE,2021Q3
2021-10-01,Chequia,200.6,Histórico,CZE,2021Q4
2022-01-01,Chequia,210.0,Histórico,CZE,2022Q1
2022-04-01,Chequia,217.2,Histórico,CZE,2022Q2
2022-07-01,Chequia,219.4,Histórico,CZE,2022Q3
2022-10-01,Chequia,214.5,Histórico,CZE,2022Q4
2023-01-01,Chequia,211.8,Histórico,CZE,2023Q1
2023-04-01,Chequia,211.0,Histórico,CZE,2023Q2
2023-07-01,Chequia,211.7,Histórico,CZE,2023Q3
2023-10-01,Chequia,212.3,Histórico,CZE,2023Q4
2024-01-01,Chequia,214.3,Histórico,CZE,2024Q1
2024-04-01,Chequia,219.9,Histórico,CZE,2024Q2
2024-07-01,Chequia,224.7,Histórico,CZE,2024Q3
2024-10-01,Chequia,230.2,Histórico,CZE,2024Q4
2025-01-01,Chequia,235.6,Histórico,CZE,2025Q1
2025-04-01,Chequia,243.0,Histórico,CZE,2025Q2
2025-07-01,Chequia,249.0,Histórico,CZE,2025Q3
2015-01-01,Chipre,97.52,Histórico,CYP,2015Q1
2015-04-01,Chipre,100.59,Histórico,CYP,2015Q2
2015-07-01,Chipre,102.49,Histórico,CYP,2015Q3
2015-10-01,Chipre,99.4,Histórico,CYP,2015Q4
2016-01-01,Chipre,96.27,Histórico,CYP,2016Q1
2016-04-01,Chipre,96.59,Histórico,CYP,2016Q2
2016-07-01,Chipre,101.84,Histórico,CYP,2016Q3
2016-10-01,Chipre,104.59,Histórico,CYP,2016Q4
2017-01-01,Chipre,100.02,Histórico,CYP,2017Q1
2017-04-01,Chipre,106.32,Histórico,CYP,2017Q2
2017-07-01,Chipre,106.5,Histórico,CYP,2017Q3
2017-10-01,Chipre,105.08,Histórico,CYP,2017Q4
2018-01-01,Chipre,102.43,Histórico,CYP,2018Q1
2018-04-01,Chipre,100.34,Histórico,CYP,2018Q2
2018-07-01,Chipre,105.05,Histórico,CYP,2018Q3
2018-10-01,Chipre,104.51,Histórico,CYP,2018Q4
2019-01-01,Chipre,110.15,Histórico,CYP,2019Q1
2019-04-01,Chipre,115.86,Histórico,CYP,2019Q2
2019-07-01,Chipre,110.85,Histórico,CYP,2019Q3
2019-10-01,Chipre,109.95,Histórico,CYP,2019Q4
2020-01-01,Chipre,115.55,Histórico,CYP,2020Q1
2020-04-01,Chipre,118.83,Histórico,CYP,2020Q2
2020-07-01,Chipre,115.51,Histórico,CYP,2020Q3
2020-10-01,Chipre,120.06,Histórico,CYP,2020Q4
2021-01-01,Chipre,110.02,Histórico,CYP,2021Q1
2021-04-01,Chipre,116.01,Histórico,CYP,2021Q2
2021-07-01,Chipre,120.59,Histórico,CYP,2021Q3
2021-10-01,Chipre,116.19,Histórico,CYP,2021Q4
2022-01-01,Chipre,117.59,Histórico,CYP,2022Q1
2022-04-01,Chipre,120.21,Histórico,CYP,2022Q2
2022-07-01,Chipre,130.94,Histórico,CYP,2022Q3
2022-10-01,Chipre,124.14,Histórico,CYP,2022Q4
2023-01-01,Chipre,131.69,Histórico,CYP,2023Q1
2023-04-01,Chipre,132.2,Histórico,CYP,2023Q2
2023-07-01,Chipre,136.52,Histórico,CYP,2023Q3
2023-10-01,Chipre,137.98,Histórico,CYP,2023Q4
2024-01-01,Chipre,143.52,Histórico,CYP,2024Q1
2024-04-01,Chipre,143.34,Histórico,CYP,2024Q2
2024-07-01,Chipre,146.76,Histórico,CYP,2024Q3
2024-10-01,Chipre,144.2,Histórico,CYP,2024Q4
2025-01-01,Chipre,150.25,Histórico,CYP,2025Q1
2025-04-01,Chipre,147.48,Histórico,CYP,2025Q2
2025-07-01,Chipre,152.93,Histórico,CYP,2025Q3
2015-01-01,Croacia,101.05,Histórico,HRV,2015Q1
2015-04-01,Croacia,99.13,Histórico,HRV,2015Q2
2015-07-01,Croacia,99.86,Histórico,HRV,2015Q3
2015-10-01,Croacia,99.96,Histórico,HRV,2015Q4
2016-01-01,Croacia,101.21,Histórico,HRV,2016Q1
2016-04-01,Croacia,100.28,Histórico,HRV,2016Q2
2016-07-01,Croacia,101.31,Histórico,HRV,2016Q3
2016-10-01,Croacia,100.75,Histórico,HRV,2016Q4
2017-01-01,Croacia,100.85,Histórico,HRV,2017Q1
2017-04-01,Croacia,104.55,Histórico,HRV,2017Q2
2017-07-01,Croacia,105.13,Histórico,HRV,2017Q3
2017-10-01,Croacia,108.45,Histórico,HRV,2017Q4
2018-01-01,Croacia,109.44,Histórico,HRV,2018Q1
2018-04-01,Croacia,109.26,Histórico,HRV,2018Q2
2018-07-01,Croacia,112.32,Histórico,HRV,2018Q3
2018-10-01,Croacia,113.54,Histórico,HRV,2018Q4
2019-01-01,Croacia,117.55,Histórico,HRV,2019Q1
2019-04-01,Croacia,120.6,Histórico,HRV,2019Q2
2019-07-01,Croacia,121.36,Histórico,HRV,2019Q3
2019-10-01,Croacia,124.9,Histórico,HRV,2019Q4
2020-01-01,Croacia,128.25,Histórico,HRV,2020Q1
2020-04-01,Croacia,130.57,Histórico,HRV,2020Q2
2020-07-01,Croacia,129.75,Histórico,HRV,2020Q3
2020-10-01,Croacia,132.95,Histórico,HRV,2020Q4
2021-01-01,Croacia,134.19,Histórico,HRV,2021Q1
2021-04-01,Croacia,139.03,Histórico,HRV,2021Q2
2021-07-01,Croacia,141.44,Histórico,HRV,2021Q3
2021-10-01,Croacia,144.99,Histórico,HRV,2021Q4
2022-01-01,Croacia,152.25,Histórico,HRV,2022Q1
2022-04-01,Croacia,157.94,Histórico,HRV,2022Q2
2022-07-01,Croacia,162.44,Histórico,HRV,2022Q3
2022-10-01,Croacia,170.11,Histórico,HRV,2022Q4
2023-01-01,Croacia,173.56,Histórico,HRV,2023Q1
2023-04-01,Croacia,179.63,Histórico,HRV,2023Q2
2023-07-01,Croacia,180.09,Histórico,HRV,2023Q3
2023-10-01,Croacia,186.24,Histórico,HRV,2023Q4
2024-01-01,Croacia,189.41,Histórico,HRV,2024Q1
2024-04-01,Croacia,197.53,Histórico,HRV,2024Q2
2024-07-01,Croacia,202.19,Histórico,HRV,2024Q3
2024-10-01,Croacia,205.01,Histórico,HRV,2024Q4
2025-01-01,Croacia,214.18,Histórico,HRV,2025Q1
2025-04-01,Croacia,223.65,Histórico,HRV,2025Q2
2025-07-01,Croacia,230.07,Histórico,HRV,2025Q3
2015-01-01,Dinamarca,94.51,Histórico,DNK,2015Q1
2015-04-01,Dinamarca,100.15,Histórico,DNK,2015Q2
2015-07-01,Dinamarca,102.58,Histórico,DNK,2015Q3
2015-10-01,Dinamarca,102.75,Histórico,DNK,2015Q4
2016-01-01,Dinamarca,99.31,Histórico,DNK,2016Q1
2016-04-01,Dinamarca,104.23,Histórico,DNK,2016Q2
2016-07-01,Dinamarca,107.66,Histórico,DNK,2016Q3
2016-10-01,Dinamarca,107.07,Histórico,DNK,2016Q4
2017-01-01,Dinamarca,105.3,Histórico,DNK,2017Q1
2017-04-01,Dinamarca,109.77,Histórico,DNK,2017Q2
2017-07-01,Dinamarca,112.32,Histórico,DNK,2017Q3
2017-10-01,Dinamarca,111.61,Histórico,DNK,2017Q4
2018-01-01,Dinamarca,111.6,Histórico,DNK,2018Q1
2018-04-01,Dinamarca,115.88,Histórico,DNK,2018Q2
2018-07-01,Dinamarca,116.13,Histórico,DNK,2018Q3
2018-10-01,Dinamarca,114.74,Histórico,DNK,2018Q4
2019-01-01,Dinamarca,114.86,Histórico,DNK,2019Q1
2019-04-01,Dinamarca,117.45,Histórico,DNK,2019Q2
2019-07-01,Dinamarca,118.72,Histórico,DNK,2019Q3
2019-10-01,Dinamarca,117.5,Histórico,DNK,2019Q4
2020-01-01,Dinamarca,118.28,Histórico,DNK,2020Q1
2020-04-01,Dinamarca,120.79,Histórico,DNK,2020Q2
2020-07-01,Dinamarca,123.65,Histórico,DNK,2020Q3
2020-10-01,Dinamarca,125.98,Histórico,DNK,2020Q4
2021-01-01,Dinamarca,129.02,Histórico,DNK,2021Q1
2021-04-01,Dinamarca,136.23,Histórico,DNK,2021Q2
2021-07-01,Dinamarca,139.81,Histórico,DNK,2021Q3
2021-10-01,Dinamarca,140.05,Histórico,DNK,2021Q4
2022-01-01,Dinamarca,141.45,Histórico,DNK,2022Q1
2022-04-01,Dinamarca,143.96,Histórico,DNK,2022Q2
2022-07-01,Dinamarca,144.39,Histórico,DNK,2022Q3
2022-10-01,Dinamarca,140.99,Histórico,DNK,2022Q4
2023-01-01,Dinamarca,135.13,Histórico,DNK,2023Q1
2023-04-01,Dinamarca,135.67,Histórico,DNK,2023Q2
2023-07-01,Dinamarca,138.07,Histórico,DNK,2023Q3
2023-10-01,Dinamarca,140.26,Histórico,DNK,2023Q4
2024-01-01,Dinamarca,136.66,Histórico,DNK,2024Q1
2024-04-01,Dinamarca,140.94,Histórico,DNK,2024Q2
2024-07-01,Dinamarca,145.27,Histórico,DNK,2024Q3
2024-10-01,Dinamarca,145.57,Histórico,DNK,2024Q4
2025-01-01,Dinamarca,148.72,Histórico,DNK,2025Q1
2025-04-01,Dinamarca,151.26,Histórico,DNK,2025Q2
2025-07-01,Dinamarca,154.48,Histórico,DNK,2025Q3
2015-01-01,Eslovaquia,98.26,Histórico,SVK,2015Q1
2015-04-01,Eslovaquia,100.16,Histórico,SVK,2015Q2
2015-07-01,Eslovaquia,100.23,Histórico,SVK,2015Q3
2015-10-01,Eslovaquia,101.34,Histórico,SVK,2015Q4
2016-01-01,Eslovaquia,103.15,Histórico,SVK,2016Q1
2016-04-01,Eslovaquia,106.06,Histórico,SVK,2016Q2
2016-07-01,Eslovaquia,107.73,Histórico,SVK,2016Q3
2016-10-01,Eslovaquia,109.72,Histórico,SVK,2016Q4
2017-01-01,Eslovaquia,106.88,Histórico,SVK,2017Q1
2017-04-01,Eslovaquia,113.01,Histórico,SVK,2017Q2
2017-07-01,Eslovaquia,115.6,Histórico,SVK,2017Q3
2017-10-01,Eslovaquia,116.16,Histórico,SVK,2017Q4
2018-01-01,Eslovaquia,119.56,Histórico,SVK,2018Q1
2018-04-01,Eslovaquia,120.98,Histórico,SVK,2018Q2
2018-07-01,Eslovaquia,120.68,Histórico,SVK,2018Q3
2018-10-01,Eslovaquia,124.06,Histórico,SVK,2018Q4
2019-01-01,Eslovaquia,126.39,Histórico,SVK,2019Q1
2019-04-01,Eslovaquia,131.03,Histórico,SVK,2019Q2
2019-07-01,Eslovaquia,134.6,Histórico,SVK,2019Q3
2019-10-01,Eslovaquia,137.58,Histórico,SVK,2019Q4
2020-01-01,Eslovaquia,142.98,Histórico,SVK,2020Q1
2020-04-01,Eslovaquia,143.75,Histórico,SVK,2020Q2
2020-07-01,Eslovaquia,145.89,Histórico,SVK,2020Q3
2020-10-01,Eslovaquia,147.47,Histórico,SVK,2020Q4
2021-01-01,Eslovaquia,145.74,Histórico,SVK,2021Q1
2021-04-01,Eslovaquia,150.53,Histórico,SVK,2021Q2
2021-07-01,Eslovaquia,157.59,Histórico,SVK,2021Q3
2021-10-01,Eslovaquia,163.21,Histórico,SVK,2021Q4
2022-01-01,Eslovaquia,166.42,Histórico,SVK,2022Q1
2022-04-01,Eslovaquia,175.57,Histórico,SVK,2022Q2
2022-07-01,Eslovaquia,180.57,Histórico,SVK,2022Q3
2022-10-01,Eslovaquia,179.07,Histórico,SVK,2022Q4
2023-01-01,Eslovaquia,178.82,Histórico,SVK,2023Q1
2023-04-01,Eslovaquia,171.75,Histórico,SVK,2023Q2
2023-07-01,Eslovaquia,173.2,Histórico,SVK,2023Q3
2023-10-01,Eslovaquia,176.56,Histórico,SVK,2023Q4
2024-01-01,Eslovaquia,173.51,Histórico,SVK,2024Q1
2024-04-01,Eslovaquia,178.7,Histórico,SVK,2024Q2
2024-07-01,Eslovaquia,183.88,Histórico,SVK,2024Q3
2024-10-01,Eslovaquia,190.58,Histórico,SVK,2024Q4
2025-01-01,Eslovaquia,194.6,Histórico,SVK,2025Q1
2025-04-01,Eslovaquia,198.85,Histórico,SVK,2025Q2
2025-07-01,Eslovaquia,208.52,Histórico,SVK,2025Q3
2015-01-01,Eslovenia,100.11,Histórico,SVN,2015Q1
2015-04-01,Eslovenia,102.38,Histórico,SVN,2015Q2
2015-07-01,Eslovenia,98.77,Histórico,SVN,2015Q3
2015-10-01,Eslovenia,98.74,Histórico,SVN,2015Q4
2016-01-01,Eslovenia,100.94,Histórico,SVN,2016Q1
2016-04-01,Eslovenia,102.84,Histórico,SVN,2016Q2
2016-07-01,Eslovenia,103.69,Histórico,SVN,2016Q3
2016-10-01,Eslovenia,105.54,Histórico,SVN,2016Q4
2017-01-01,Eslovenia,107.68,Histórico,SVN,2017Q1
2017-04-01,Eslovenia,111.33,Histórico,SVN,2017Q2
2017-07-01,Eslovenia,112.17,Histórico,SVN,2017Q3
2017-10-01,Eslovenia,115.96,Histórico,SVN,2017Q4
2018-01-01,Eslovenia,118.04,Histórico,SVN,2018Q1
2018-04-01,Eslovenia,119.93,Histórico,SVN,2018Q2
2018-07-01,Eslovenia,122.67,Histórico,SVN,2018Q3
2018-10-01,Eslovenia,125.55,Histórico,SVN,2018Q4
2019-01-01,Eslovenia,126.98,Histórico,SVN,2019Q1
2019-04-01,Eslovenia,128.83,Histórico,SVN,2019Q2
2019-07-01,Eslovenia,131.33,Histórico,SVN,2019Q3
2019-10-01,Eslovenia,131.62,Histórico,SVN,2019Q4
2020-01-01,Eslovenia,132.99,Histórico,SVN,2020Q1
2020-04-01,Eslovenia,135.56,Histórico,SVN,2020Q2
2020-07-01,Eslovenia,135.65,Histórico,SVN,2020Q3
2020-10-01,Eslovenia,138.43,Histórico,SVN,2020Q4
2021-01-01,Eslovenia,142.65,Histórico,SVN,2021Q1
2021-04-01,Eslovenia,149.21,Histórico,SVN,2021Q2
2021-07-01,Eslovenia,153.15,Histórico,SVN,2021Q3
2021-10-01,Eslovenia,160.26,Histórico,SVN,2021Q4
2022-01-01,Eslovenia,166.93,Histórico,SVN,2022Q1
2022-04-01,Eslovenia,172.43,Histórico,SVN,2022Q2
2022-07-01,Eslovenia,176.4,Histórico,SVN,2022Q3
2022-10-01,Eslovenia,178.83,Histórico,SVN,2022Q4
2023-01-01,Eslovenia,181.96,Histórico,SVN,2023Q1
2023-04-01,Eslovenia,185.39,Histórico,SVN,2023Q2
2023-07-01,Eslovenia,186.33,Histórico,SVN,2023Q3
2023-10-01,Eslovenia,191.19,Histórico,SVN,2023Q4
2024-01-01,Eslovenia,195.44,Histórico,SVN,2024Q1
2024-04-01,Eslovenia,198.33,Histórico,SVN,2024Q2
2024-07-01,Eslovenia,201.54,Histórico,SVN,2024Q3
2024-10-01,Eslovenia,205.71,Histórico,SVN,2024Q4
2025-01-01,Eslovenia,201.66,Histórico,SVN,2025Q1
2025-04-01,Eslovenia,209.31,Histórico,SVN,2025Q2
2025-07-01,Eslovenia,207.03,Histórico,SVN,2025Q3
2015-01-01,España,96.67,Histórico,ESP,2015Q1
2015-04-01,España,100.67,Histórico,ESP,2015Q2
2015-07-01,España,101.34,Histórico,ESP,2015Q3
2015-10-01,España,101.31,Histórico,ESP,2015Q4
2016-01-01,España,102.74,Histórico,ESP,2016Q1
2016-04-01,España,104.55,Histórico,ESP,2016Q2
2016-07-01,España,105.41,Histórico,ESP,2016Q3
2016-10-01,España,105.78,Histórico,ESP,2016Q4
2017-01-01,España,108.2,Histórico,ESP,2017Q1
